Hospitalizations - Total,Cases - Total,Deaths - Total,Date
9.0,33.0,0.0,04/06/2024
3.0,53.0,0.0,05/06/2024
1.0,26.0,0.0,04/28/2024
7.0,53.0,1.0,05/07/2024
44.0,371.0,0.0,12/26/2023
5.0,50.0,0.0,04/24/2024
6.0,60.0,0.0,04/30/2024
64.0,1028.0,16.0,01/27/2022
6.0,56.0,0.0,04/30/2023
256.0,8184.0,15.0,12/30/2021
35.0,1264.0,2.0,05/13/2022
19.0,96.0,1.0,02/03/2024
41.0,964.0,5.0,07/12/2022
19.0,305.0,5.0,11/07/2021
19.0,168.0,0.0,01/07/2024
8.0,46.0,5.0,06/12/2021
20.0,197.0,1.0,01/29/2024
25.0,1319.0,0.0,05/24/2022
136.0,7146.0,18.0,12/23/2021
25.0,363.0,1.0,12/15/2023
6.0,39.0,0.0,04/18/2024
3.0,37.0,1.0,06/04/2023
109.0,2584.0,12.0,12/19/2021
57.0,529.0,4.0,12/29/2022
40.0,317.0,0.0,01/05/2024
6.0,79.0,0.0,04/29/2023
41.0,976.0,0.0,06/29/2022
44.0,535.0,1.0,08/06/2022
1.0,33.0,0.0,05/09/2024
19.0,138.0,0.0,10/02/2023
42.0,1117.0,0.0,07/05/2022
11.0,49.0,0.0,03/21/2024
34.0,510.0,0.0,11/16/2022
7.0,409.0,0.0,04/23/2022
4.0,45.0,0.0,04/29/2024
6.0,50.0,0.0,05/15/2024
2.0,32.0,0.0,05/12/2024
20.0,233.0,4.0,09/26/2020
195.0,1872.0,21.0,01/01/2022
14.0,144.0,1.0,10/03/2023
58.0,838.0,3.0,04/07/2021
11.0,108.0,2.0,10/01/2023
22.0,336.0,0.0,09/28/2022
17.0,280.0,2.0,10/30/2021
33.0,523.0,1.0,12/22/2022
175.0,1321.0,56.0,04/28/2020
29.0,668.0,4.0,10/09/2020
8.0,215.0,1.0,04/03/2022
62.0,1109.0,18.0,01/13/2021
1.0,15.0,1.0,06/27/2021
36.0,630.0,9.0,11/18/2021
163.0,1457.0,19.0,12/25/2021
48.0,403.0,8.0,02/05/2021
198.0,583.0,22.0,04/06/2020
4.0,45.0,0.0,07/07/2023
7.0,73.0,2.0,07/07/2021
41.0,596.0,5.0,08/30/2021
10.0,81.0,0.0,08/04/2023
20.0,317.0,1.0,09/30/2022
13.0,162.0,0.0,02/14/2024
31.0,442.0,0.0,09/19/2022
24.0,178.0,4.0,10/16/2021
35.0,419.0,2.0,12/20/2023
30.0,531.0,0.0,11/02/2022
15.0,142.0,1.0,08/19/2023
21.0,352.0,1.0,09/15/2020
20.0,360.0,0.0,10/06/2022
26.0,309.0,2.0,08/29/2021
17.0,166.0,1.0,04/14/2023
2.0,49.0,0.0,06/09/2023
34.0,291.0,23.0,02/06/2022
23.0,288.0,2.0,11/30/2023
50.0,280.0,21.0,06/03/2020
46.0,483.0,6.0,05/05/2021
52.0,392.0,15.0,01/17/2021
15.0,195.0,1.0,02/06/2024
44.0,177.0,7.0,05/15/2021
26.0,280.0,2.0,02/22/2022
27.0,471.0,3.0,11/05/2021
11.0,141.0,1.0,11/03/2023
21.0,187.0,0.0,02/05/2024
16.0,102.0,9.0,06/07/2021
43.0,399.0,6.0,05/10/2021
59.0,769.0,5.0,04/09/2021
28.0,1037.0,0.0,06/08/2022
46.0,188.0,3.0,11/25/2021
41.0,248.0,4.0,05/20/2021
21.0,188.0,1.0,02/12/2024
26.331759386063634,264.9266484529337,0.3399456016486819,12/09/2023
25.30283228431078,322.13520848759106,3.177858666381561,09/22/2022
18.44395661797842,125.9647282411063,7.286256906002917,06/02/2021
2.802505785755356,211.0555018719172,4.097224783795102,10/24/2021
62.10194023835359,985.723738162812,1.8232325486487315,12/20/2022
79.05329935151588,593.0003478043379,3.7907955182609823,12/04/2021
11.951404766133717,242.9212042971292,-0.1832637185878124,08/04/2023
45.582965888587246,471.4582897179183,8.27311364731452,04/23/2021
21.624029205158045,474.6786812441723,1.8968393800265164,11/03/2022
7.499366808997785,91.6601959503747,-0.6579669239337317,07/02/2023
191.24985771631705,1933.943912992772,21.23220420033449,01/01/2022
6.849259198801579,334.65449316420586,-0.0246357305151729,09/12/2020
11.077279557553132,241.3848271075591,3.499866539437391,11/05/2023
16.43435354081803,230.15110606548123,1.8303578744239848,02/04/2024
11.602373624731044,86.76380238719481,-0.5042187269071131,04/04/2024
26.588273911797742,879.0474676866254,0.0716695427439639,06/14/2022
28.303932543039338,665.2498546408957,1.4570589027650334,01/18/2023
21.50821649024693,163.13563561775524,-0.3078138859660375,10/19/2023
0.9445948936404998,197.128222059332,1.428220388190653,03/19/2022
33.270521792790525,689.6739888430377,2.098496993398126,09/08/2022
6.879039247651932,115.26276435299675,-0.8865310512277575,07/29/2023
79.04119375337606,1216.1431706920976,7.039683037706536,12/06/2021
17.787702656811245,219.34205556173612,3.293032486093769,11/07/2023
34.505795022138095,460.2167208396315,5.888890183762245,04/04/2021
31.39634698647376,459.1196676166493,1.251340456754801,09/28/2020
26.59179490186221,574.907629218741,0.993482686423056,07/02/2022
42.02607927778312,420.5721845868611,12.2197332631359,11/26/2021
5.000113968703677,-93.67424701412256,1.874632655978257,06/20/2021
43.59231813127027,362.8272052886798,1.401986637006445,11/17/2022
12.89541132858471,37.246635914644514,0.3399851090851122,02/11/2024
17.020420266252973,90.00492548573334,-0.2695091797843856,08/15/2023
75.92944871325201,1565.9196377327178,5.030216796192196,10/27/2020
35.80656767826864,355.9285799150726,3.927057407245436,03/18/2021
21.819359092278766,468.5991514629315,2.508163409050271,10/27/2021
12.0384128970639,255.41645273409213,-0.7280045781615536,08/21/2023
155.08717067694536,836.6566999529473,41.59548901773464,04/17/2020
34.08646464541926,258.44987800008903,3.962665014725694,01/14/2023
22.44633720646946,275.02421665937163,1.6245559694131109,08/27/2020
45.74561262410688,516.3736480700113,9.062156315410055,04/03/2021
85.58678004668874,2217.079646318336,11.589806985568474,12/13/2021
11.204373864338017,205.6069102741341,1.2783741606113102,03/25/2022
33.050166609096046,392.0859492107173,0.3578651607260084,01/08/2024
21.98924942964289,330.6045351994392,-0.1875254280447078,02/10/2023
54.081820213418105,781.7220114021956,3.035609412118566,12/02/2022
26.599261112667403,333.9753199212077,-1.031326070157024,09/16/2022
6.399678337056732,116.0272645848764,0.5251786545787455,05/03/2024
-2.6516848839613765,36.07034210141133,-0.9184602700009198,06/26/2021
155.70347475005235,1453.7555883356797,40.33197927193672,04/30/2020
30.841870609424827,368.77695195282007,2.554567916987538,11/05/2022
26.792953957402364,266.89184606699826,0.2379103893183269,10/24/2023
43.743379639516064,230.2558988186209,0.6433865489017819,12/30/2023
25.816079371411256,490.22206705485473,-0.5641237126749133,05/29/2022
16.804801025140456,315.83004849427783,0.6782039544641196,10/29/2022
76.1253026970806,514.5979932131442,4.401279535530442,04/22/2021
9.183814387573868,123.06068430699848,0.5005626263324912,03/06/2024
197.8708620956388,532.8424856036337,21.55595400390986,04/06/2020
25.40370990052861,418.7382794459525,5.286431440416296,07/13/2020
40.937002276495285,329.98764651258944,6.844687433085427,09/02/2021
16.80458405674011,414.2589842892407,-0.1414079453723074,04/24/2022
29.77091084742937,248.777116768004,2.3601938938932188,10/10/2022
71.93094928017923,787.9618924151335,6.717341562219988,11/01/2020
12.759641637519875,42.135739002307176,-1.1940217356850042,05/31/2023
11.309923115120531,-70.67314945034558,-1.0426489652349704,03/10/2024
57.597192859984936,1481.4120414524175,24.16510218672057,12/30/2020
52.3688769971595,983.8830509604802,5.132877797680946,04/12/2021
23.77861877736138,218.1049784334957,0.3366929301618041,11/06/2022
4.284121619637194,176.64163932991602,2.0359425375578053,08/13/2023
48.755881726450205,450.5956210302628,2.3079561842714904,12/03/2022
26.701557499859693,1211.8561372977458,1.2710506761211569,05/04/2022
32.4412698614232,166.4965238456472,3.4042572157521467,05/24/2021
36.07777368981528,154.72373020329607,20.400213843331134,05/31/2020
33.10244680946876,182.06571285171972,5.796567445039664,08/15/2021
46.047561464744135,859.7180446700698,0.1234877018131818,12/12/2022
32.768559614296265,414.7000743544693,-0.5186345339707377,08/18/2022
13.448641633487291,725.7904315598694,-0.8074881180115039,04/04/2022
37.269467410807096,1045.500974243278,-1.920798256265307,06/13/2022
22.633580137929982,1255.5719741766595,-0.3675397574165703,05/24/2022
14.860736258300047,526.7903184284169,0.3608577459596878,04/14/2022
26.55365814600224,1060.7323456683043,2.922791402999202,07/14/2022
12.060481375746386,200.3373106410416,-1.0501815421633869,08/16/2023
65.19820076275376,665.5772238442048,3.8097011670361054,11/28/2021
61.4389683107532,607.3105674446487,22.662629464868868,12/13/2020
24.14529007965536,177.3948277295626,8.24798427416571,06/22/2020
18.793919247596754,315.8799258518049,1.0436902955891827,07/29/2021
43.32072389293978,738.531723907275,1.6792485950788745,08/16/2022
44.07348351377468,559.18404715432,6.62959843816002,09/13/2021
12.833050581776618,198.82702674834275,2.6446654476834235,08/22/2023
34.753896081052126,571.8739948895612,1.3941074337732258,05/28/2022
18.045238032284825,103.7401705097005,4.442624444017514,08/02/2020
20.73451624893111,139.59877981060183,1.390370836938918,04/26/2023
23.7587954497004,581.3618353065082,2.933990606411858,09/04/2021
34.282324721329886,386.3328437408218,0.5203803282584425,10/14/2021
21.804631809864023,349.5479453777995,1.9831160231835805,09/27/2022
23.45469028064566,1241.1784206718555,0.4020011387722524,05/25/2022
3.5434916224816506,178.65224782348776,2.357810147733352,07/06/2021
30.534339051698904,461.3362850797695,7.9276167083653775,02/09/2021
131.4966240765276,5831.306847806174,12.830738770279911,12/20/2021
-0.4911643656273972,219.3439692611147,0.0741011026264939,06/23/2021
1.5289448306593014,106.55460258486728,-1.559316860455578,07/03/2021
4.295845167360755,-47.59467584763543,2.871187082162192,06/17/2021
20.68446203328071,370.04813375698205,7.3117011517200465,02/22/2021
23.850104749656754,437.1025265373687,1.5235505283903077,06/19/2022
43.84613122848452,202.7924726835946,7.67432124817535,05/08/2021
20.94350101934589,375.3806738275906,7.153134310383961,06/29/2020
159.57190243761923,601.7486323145865,39.45161335386894,04/18/2020
35.64280601219924,594.2959791386119,7.179250430842258,02/03/2021
10.502474307836527,221.7203170687582,3.4560336360178017,07/20/2021
131.97869263723922,959.9860918038532,36.86500436088407,05/11/2020
16.633864773926945,458.0615510150165,4.337938650134894,08/11/2020
41.17049478400964,521.5906946286731,9.115927403827612,10/25/2020
46.80635684298269,988.0166708559532,2.162771797272859,08/01/2022
21.360509523636704,236.2220806614989,3.4904058820037656,08/01/2021
25.4050412303328,220.92429031257623,12.36174177308178,06/11/2020
16.44894408764288,389.2285907869102,5.57247785253835,09/22/2021
21.53225834349577,120.08254338095132,4.29289126775679,07/19/2020
7.8446138440275,30.58543393700146,-0.243354841488255,04/11/2024
144.8687050778838,746.8940677926449,30.778959891983533,04/15/2020
28.966523496615345,274.69149671874936,1.1620006081551062,01/16/2024
37.89167749826137,666.8865969957379,-0.5855299077919498,12/30/2022
17.31435041804791,254.4949285329052,1.4682307660099054,10/18/2021
31.34270885016656,374.2521400714349,2.712195289431853,08/12/2021
13.669947803413995,41.08176623557624,-0.2898201084722366,03/18/2024
10.967205469343307,288.3229988281452,0.8255573023044783,07/22/2021
20.94324796252446,329.2629064732962,1.2388957055023953,10/15/2021
150.81429358742187,463.1983765355042,31.026353829292468,04/10/2020
27.52205862510193,736.0780338658226,3.228512941610027,05/21/2022
18.925706018594063,378.2475551320564,0.1092490904378298,03/15/2023
23.640823115771926,418.3994182911812,4.958491457015394,11/06/2021
5.368842751004915,-23.482270667093843,0.2911713102803491,03/11/2020
40.63153484591527,437.0569926747544,0.8228825691805575,11/08/2022
250.02440453788265,5712.816852490026,38.47117492448903,01/06/2022
15.193639450160015,128.6107047197214,-0.4006426019770751,02/18/2024
28.105776368143484,322.05978787067033,0.906685462431496,09/04/2022
18.583892447501647,327.31663145324484,0.2761639278991901,08/07/2021
1.6975016420218312,-36.48075868455594,-1.0460602184250227,06/10/2023
89.3254649294779,1629.755929383621,2.663115300132968,10/30/2020
43.580505837647415,342.784804360679,17.232382160957833,01/24/2021
12.263234094062344,237.2926013469854,-0.6282257748834095,03/31/2022
33.39920489687438,159.2530781881135,0.8084304375009952,08/23/2020
2.608804708119915,19.04464491723731,0.0320676976273248,07/23/2023
0.0931283359132454,60.626490807845855,-0.1888242489766289,05/09/2024
25.95888487425284,518.3039125976416,2.0184032869010333,08/26/2022
16.464036360270704,196.60160829777203,0.6366962726884166,02/08/2024
34.48127924450214,425.686073873784,5.285308714599827,05/14/2021
15.317499823203663,931.6914256240132,0.089484553966876,05/05/2022
22.804358032871,725.3788159698288,2.265589605198693,08/24/2020
10.33867186247773,-1.674279138891066,2.981745964198048,06/05/2023
23.241454000609355,435.8037667076673,0.0004895637138071,02/14/2023
-1.70645649363097,36.81142752126803,-0.4855492403090721,03/12/2020
38.235958000848406,323.1837340824653,2.927440744681582,12/24/2023
17.00974947186518,306.50009363047377,1.9386939696649848,09/15/2020
43.84015278874367,647.2193811698404,5.690183907304646,03/23/2021
8.624482223842914,195.5392428035948,1.4684807109595408,04/26/2024
3.931840518532367,-70.98099354426544,6.371917750548519,05/30/2021
56.597261054379366,1052.6600657961346,15.287320129226938,01/14/2021
22.05486901701296,297.9027073816326,3.491196541088184,06/30/2020
102.6563443735429,646.5703127487589,54.28724719547802,05/09/2020
7.994527218121793,31.940438036620897,0.5240927342327659,05/17/2024
29.851998257090628,186.1488263235867,2.4143244658058047,10/15/2022
8.588284338959784,-122.11951350727348,0.4078084669217896,06/25/2023
23.0659956445279,169.18696126704629,0.7728978426204235,11/11/2023
24.403989102530648,129.81880933273595,-1.1897270226556729,10/02/2023
22.2307748135872,293.4773477582748,-0.930227540534134,02/19/2024
44.464503895501146,321.8625214807975,1.6812818554728497,11/25/2022
35.512282838063,647.9098140453258,1.1554595584386047,06/04/2022
14.25914744509379,244.88274536169968,2.202436435724004,10/06/2023
104.68203319716336,597.5366377832338,40.02125012146893,04/25/2020
25.681363159222308,315.27533129570884,1.56196002227217,09/21/2022
8.315272667351064,237.49337967807585,0.5333347022812703,09/28/2023
7.832737923005419,207.68033493550035,0.641914637803482,06/16/2023
5.605384581641031,133.12203213404973,6.023942220415166,06/12/2021
20.97416497660298,46.24632719091187,2.8031758202638333,01/21/2024
179.13143201020682,6960.158091095277,8.768576461653284,12/21/2021
24.279340726246723,493.2387452497055,2.590068815638734,08/14/2020
33.30261769868732,341.278327726729,0.4504375756035099,12/07/2023
26.09562587225481,573.1909427915382,4.176944234743028,08/13/2020
36.83657129925878,126.9824995609434,-0.7401389041554014,01/11/2024
10.179243690451129,113.52769555393223,0.5574852626250808,06/08/2023
55.24623921959148,1145.7009432074108,6.240835530316196,10/21/2020
42.81597342467544,602.630593001366,4.0096940867999855,09/07/2022
35.09481522221285,301.26799493040585,7.184728110258726,05/12/2021
59.470253373048166,407.9866076021898,7.326336565414202,05/17/2021
17.76057223821603,155.79841089491998,0.1640215844009008,08/02/2023
-2.0617691547270507,55.21934735861935,-0.580451145547026,07/20/2023
44.10728915948639,312.0501442390718,15.45070789988829,06/19/2020
8.200070545866264,435.91764673303874,5.102775889662769,08/21/2020
222.84973240711776,10305.920666615391,15.535798897284224,12/28/2021
30.18376982007896,320.3190802659521,0.9941361420154664,09/03/2022
32.09746274770631,287.5234563195383,3.585356896775748,10/03/2020
18.50584866337413,387.60144227972967,2.570912225461825,07/14/2020
20.09036561826543,8.581855160598778,10.688786681113562,06/14/2020
5.09472447711405,-26.245017222908302,-0.104545947780944,04/29/2024
37.777037245502974,739.9851653351742,12.699622593509403,02/01/2022
24.25341300605148,181.362997404664,9.980407608589667,06/16/2020
93.2769954781826,240.83773814107585,2.9909954063891355,03/23/2020
12.203502558838125,137.6082352502123,5.65124042737323,07/26/2020
8.119709506771756,-63.164190220116325,1.858961277799196,04/08/2023
52.1612920153709,949.7593311753184,5.089227135444785,10/23/2020
2.633175501684671,341.91813201854376,1.3616018096661555,03/30/2022
8.222079837131982,143.25546806711395,-0.8818136413992638,05/28/2023
44.30550259947136,831.0475988613815,0.0822195325199354,07/29/2022
18.552766493460613,245.1930013644176,-1.186527721427451,08/30/2023
51.34069568674617,1472.6979669215884,13.298453076643773,01/06/2021
5.038970436961764,129.10146181246483,-1.6530719325687275,06/29/2023
17.10412124399461,252.1402686507384,4.99642467423528,08/06/2020
20.452952486410272,281.5893773373208,3.2863275534456857,07/24/2020
132.2630286434639,861.6770855544988,46.900420661048926,05/13/2020
40.273059660759365,966.272767657806,0.3499449638957638,11/28/2022
15.835965212337769,108.30070923668868,0.3306035976254329,04/24/2023
21.228147735390177,85.12378208134072,2.222552260871986,07/12/2020
13.188210093464784,689.114344299718,1.7496240630905129,04/15/2022
30.80576302317965,377.52687507115337,-0.783603168254887,02/16/2023
8.861618678249807,-9.94189195173852,2.5632778570205907,06/18/2021
39.63297808298967,573.815359407147,1.9751495523638456,08/17/2022
16.73465222836883,244.01241970509057,1.5407571963561932,11/20/2023
61.33428392159254,1176.2911631714562,18.66600126232925,01/13/2021
40.67960167867187,664.1746766083143,-0.8453792875925629,08/05/2022
45.35581277181199,179.79953282577105,1.8800482913527927,01/09/2024
13.605815684244243,74.34363918889866,1.2309154506389368,10/23/2022
25.811818122257893,347.5958590468905,2.1521494032352706,07/23/2020
22.25057040572285,252.64509710386244,4.752122405210907,05/18/2021
24.515257114247124,121.22513572956623,-0.479773376561808,11/04/2023
5.90625918787228,66.66248383999259,-1.4865407507012034,04/18/2024
50.85690606391393,624.4780102841916,6.320159431147664,04/19/2021
1.3602537345887558,49.06085147215866,2.7381657237297503,06/25/2021
60.53500604283921,494.8501698814992,29.896219451206715,12/20/2020
40.1224501407568,865.2462733163962,0.718987379940106,06/29/2022
7.780784711742412,126.84606313229514,1.743573764820764,07/14/2023
148.22553945682515,683.7041346393194,32.44949724880843,04/13/2020
41.68713367986532,261.913347787683,2.722856479133501,12/17/2023
-1.4013708951950807,37.26042421653492,2.8316047388135663,07/02/2021
30.974453401837028,472.4724747382809,1.0027203674476075,10/17/2022
122.05041975369558,2370.4858408977684,19.686480590622168,11/23/2020
8.063776894565958,30.00780566108404,1.1359550510897105,04/23/2023
45.172486538309954,-16.81329057385838,18.902928853240528,06/06/2020
17.517333488051417,63.613715163305855,1.2969482574679343,08/22/2020
30.397015226095608,536.7781014576274,0.7374177772435575,03/22/2021
14.795990048474444,22.6527771562769,0.4462892100839748,06/10/2021
38.636783994166485,276.0133002490424,4.403794943628818,11/14/2021
8.637055809387418,102.59058816748274,1.0246708303764258,04/23/2024
32.11429101113458,529.9245878010242,1.7528979186931548,11/15/2022
37.36486926822441,584.9376820037758,12.377787636491115,02/05/2022
26.84559113957124,870.8759199571691,2.47148226076624,05/14/2022
132.3971534109151,1244.5598351487445,23.289008794751872,11/27/2020
56.16070857543469,1278.480377299776,10.774787638547112,12/08/2021
31.10427042117739,338.709861328511,2.431172988686784,10/11/2021
7.90205027032681,87.92008980076218,0.4493653395430586,08/20/2023
71.6508503359171,1436.245740525909,16.535836860317275,01/25/2022
40.90316561650874,487.479178282936,2.524548564060385,08/26/2020
30.25741630788935,490.8678973709126,1.0903047100162233,10/21/2022
23.52599345119423,433.3758786967185,5.847040850547178,10/01/2020
58.86399315564052,601.513727600551,9.4036419648625,12/05/2021
24.93575717334858,317.4243980633542,2.276146439687693,09/10/2022
39.98627421298963,780.3677849426147,1.9293199881707312,07/28/2022
105.59864705489642,1283.3845996185282,15.31590205319359,11/14/2020
10.028208628300336,224.48025576555725,2.3283926603132468,03/18/2023
46.41465570700266,769.1040178147092,5.7495599385427365,02/02/2021
6.474549077669625,269.72171312403464,1.1913900797587609,03/20/2024
27.51380508239232,359.47647790767724,0.9425136895331347,12/06/2023
24.29302569555922,427.78367195831856,2.85792594031932,08/28/2020
9.339356853236149,37.84969817949024,1.4594156345719012,06/22/2023
70.82068921404233,250.73816337634395,22.15975532271518,12/25/2020
20.59648730369128,376.4990018449903,-0.929668121659978,04/02/2022
87.15982873619217,869.8038825714225,27.991575013490667,05/20/2020
27.466644798307524,387.7281189365089,3.902819283718816,08/25/2020
30.136002834053848,265.46264164165547,3.181234992340221,01/12/2024
25.681384160272387,637.5041811579287,2.976998948113741,10/27/2022
23.15741740786361,335.16089264342975,2.626977803808422,02/22/2022
106.93166255729696,2137.371093079797,12.046428895999084,11/03/2020
45.93852006967169,552.4749897721877,7.3303247400499485,04/10/2021
37.84058130905742,105.5446230890304,6.043693303488691,02/18/2021
109.78571940445308,2122.904549637088,32.76384179811401,12/04/2020
23.34931297508209,108.30934587642302,-0.7064779302472175,09/23/2023
7.508344585373427,-25.2037560486192,4.515000319436831,02/19/2022
48.22911032237503,599.9002643401278,4.350055871915281,01/10/2023
13.098992002493578,265.46443784436053,3.01475927442257,11/03/2023
40.30242457985781,1058.5961323000968,0.8385202586549876,05/20/2022
54.41396177287961,809.7920584856638,10.770913409383574,01/21/2021
30.551238468981293,261.1031723253756,0.2393064216485783,10/22/2022
35.62340601101539,708.5021041265882,6.269415111794756,03/26/2021
33.770750069025034,16.742702466753414,1.159815733836521,11/23/2023
41.8191925177014,831.5821538340658,2.19612622120459,08/03/2022
26.73912621125216,485.5119586055118,3.1431517775005675,10/04/2021
14.470666383151295,136.68532935290716,5.814558785560813,06/01/2021
23.268620716902905,316.36379771040646,0.4432450291598991,09/30/2022
27.050217247684746,563.577211357544,3.619611094108476,11/11/2021
13.785385649538837,142.9382652203852,1.6909600773282605,03/18/2022
8.01953645511114,125.40843028528543,0.3860735486765011,07/24/2023
49.98187762252084,405.2076111428466,10.4047088609079,04/24/2021
14.530463848370946,63.550599424444336,0.1513356473381648,03/21/2024
31.833091588072,22.786800292546783,1.2612504372738182,01/01/2023
-5.037707140385278,131.05300354254845,0.1029949827039819,07/18/2023
7.414751690360186,28.39055632859412,1.1226496913938304,09/30/2023
12.072601873597677,37.98651746910721,0.9091583247431356,08/03/2023
22.426868796524484,162.32987704097906,-0.2273054349292866,02/25/2023
9.384126458747575,76.46584910114979,0.6547080933163487,06/07/2023
47.31632310861835,1145.4381751322858,2.7411676701442715,10/19/2020
14.700233635010484,180.75270584624468,-0.8079607354258712,10/14/2023
64.56970515790263,1243.8468955927326,4.33717722570513,12/01/2021
11.427504418950392,711.0758401625435,0.1694480974594749,04/27/2022
37.99806906316278,527.4695338805958,2.8997912595789934,08/31/2022
29.305945698526106,395.72788252441234,7.861617241070694,07/15/2020
22.047361945243505,488.13381495704505,3.6653098381651614,11/05/2021
22.34384747028797,311.5435226104177,9.134016793406266,10/08/2021
20.20714333293722,429.5466983499225,-0.6391174177027819,02/22/2023
41.61980684594078,489.5957352695916,0.4568673303860406,12/21/2023
7.143068672517897,-110.3178207689554,2.9342598178120523,06/22/2021
25.76963490441372,296.22285472753305,2.5073613362100264,08/08/2021
27.11742845349878,179.3812074914494,2.6311513296299527,08/28/2021
0.3606581442969734,41.77659214908563,0.5458750898687698,07/07/2023
22.14625791535238,494.4257760637429,1.2990064742472711,02/07/2023
13.718686289096674,-33.75689683645908,1.6366686852968872,07/12/2021
22.85998149008862,384.9763378878837,5.031931457280708,01/12/2023
6.568706036273548,108.04161307984796,-1.2052762796101135,07/17/2023
12.362820821068055,151.01253784519477,-1.286201333975436,10/28/2023
6.191102601298269,-8.819499248658111,0.2556456849694123,05/06/2024
39.64919005604369,464.0983518695914,3.8451041121256737,11/21/2021
8.282281297063971,166.0704245320008,-0.5349367470876883,05/13/2024
35.30912318129229,375.1814367629484,5.024239708999982,08/27/2021
36.03328690957522,1060.6623006485452,3.946145513458797,10/16/2020
32.15514234040608,331.38916581437195,0.1955016013342204,02/15/2023
21.47733804104788,182.60065242513664,0.8618244715086397,10/10/2023
76.94541124869698,950.0096337009802,21.444625541047,12/12/2020
41.07762258566473,555.7822195188081,0.1968263903338472,11/27/2023
18.25810525303788,348.1658337447134,3.526143346246324,08/05/2020
27.85643070386843,417.806103200038,3.715910951993982,09/22/2020
176.53611825467254,1997.7733087473496,23.248626039689142,01/09/2022
36.55777288016332,618.0548823828265,0.9781803109852228,11/19/2021
33.533406637280066,1035.7821106146082,0.7947428628272786,06/09/2022
24.99269775960849,37.13295359644268,6.433585843020304,05/27/2021
32.471352102102635,224.32617685039804,2.1933198000266287,11/13/2022
39.90110600707354,465.0016632613374,0.2568346016040482,10/11/2022
5.396569014001466,-38.62956374134053,-0.9092684720392136,06/26/2023
47.69841766591689,395.9970237083482,16.51588269326323,06/05/2020
24.86807401321509,475.7029265373312,3.330984811550089,09/14/2022
15.82395121667901,131.6281325248239,-0.137337782171,02/06/2024
13.188235701482,708.6200006083228,-0.1196672258246117,05/07/2022
24.026715664534763,414.81858376585103,16.916673036492597,02/02/2022
10.401726070644232,286.1768416700048,0.8005286143059515,04/25/2023
1.0851747817307107,235.9768090181354,1.307524395454375,10/22/2023
31.426789131850523,396.670547489372,0.4623937046574889,08/27/2022
6.131420027353817,54.94259291549569,-0.2408450254732079,05/05/2024
110.11776039425024,2763.9231669313385,11.210249077657933,12/19/2021
9.809712821779923,563.660875969197,-1.2265459583805254,05/01/2022
8.83981868769372,402.53433465540166,0.5495625097634046,03/23/2022
28.11534683792363,232.05946010350408,2.5320499635950666,02/19/2023
42.775181877905496,480.0541495199749,5.223506387179761,03/25/2021
23.266268595101685,-137.49807643829308,0.7196637278552664,03/15/2020
38.611845532578975,703.361613720256,3.904530613208688,12/27/2022
155.49179513204504,592.3767795988413,25.14489012077206,04/03/2020
221.5832187219982,4280.575605273983,19.01730719562636,01/02/2022
170.34211547576226,525.5604858101598,32.12256508329855,04/14/2020
7.712147063555159,172.03284683155073,1.5275549886870168,10/15/2023
2.5556487046087764,45.33560418010077,0.8956509015377252,07/22/2023
6.642836627444329,155.15861285185915,1.5094305229988094,06/13/2023
15.12342488772638,225.0392051606377,3.824039519498344,03/09/2021
3.2840303404404287,26.59400458621736,-1.0904159700492988,06/20/2023
44.15920355043606,383.46299658086167,5.914965268235076,05/10/2021
58.51870264451564,588.2594688230043,6.764220086647729,05/03/2021
8.277415169987332,-4.048481395894996,1.089964301848243,04/30/2024
55.37279421012877,678.5726420362074,5.168845176950387,04/16/2021
54.01619290042855,806.5786656671788,0.5583690901426999,12/05/2022
25.24503205141651,266.27525016973567,2.343136160882283,11/30/2023
37.71541251969272,349.76429694189113,5.215549499107795,09/20/2021
23.386975396606967,116.8545431290504,1.2355001428161323,03/11/2023
23.452555541611275,123.2935086637451,5.420858417177888,07/03/2020
55.25786205396655,1018.5152224252608,10.796247118754264,01/15/2021
22.99727998079417,549.7512211067199,1.9925852215058224,02/27/2023
0.0326390046257991,32.40937455803915,-0.09131335152086,06/09/2023
5.60549740397091,-60.85999315093456,0.3365167459945203,03/17/2024
34.77902906774228,476.1197867011728,0.9271635278367172,10/05/2022
96.65747806427258,795.8330984949043,43.49406598097726,05/08/2020
134.97874269897713,69.19267992490387,1.922303848519045,03/28/2020
20.869809859178,236.64660668257025,2.486987560043461,08/16/2020
182.0776064994037,486.775639749328,16.271545451254724,04/02/2020
40.81004700368617,520.3360274712423,-1.3364506967054806,10/26/2022
17.64777717559452,208.21317147430955,4.66696338021369,09/26/2020
9.097583241480546,121.780645632307,-0.9992726135184689,05/03/2023
19.286379969592065,293.77674760543056,4.882984676281964,03/08/2021
47.36505556779247,385.0529100623416,10.249304487985894,02/11/2021
33.364938125524176,577.3839561788199,8.37962501027276,02/08/2022
11.94076943718688,30.17634826453866,0.8967655692293719,05/07/2023
69.73539322175851,746.0869173908856,27.673131175608862,01/23/2022
16.352882846434174,129.80690153574375,1.0180155670947186,03/07/2024
51.796131441911264,849.2086545790486,-0.2905670709936489,12/07/2022
23.7929973365232,729.9620650185219,-0.1494596321626501,04/21/2022
45.68343772400165,772.1326277999736,0.023389006372276,07/22/2022
