Hospitalizations - Total,Cases - Total,Deaths - Total,Date
23.046611756257207,35.4588602833212,9.787797354728385,06/23/2020
104.0514875271942,3914.146487058829,12.503702993009036,12/16/2021
12.709840975225315,-98.72828579662166,0.4622681670827939,05/14/2024
5.85589995232472,-79.908736896857,0.6563969744532376,05/08/2024
66.98786074333047,380.81840220546303,5.386807177178188,04/17/2021
14.978447472217766,121.081090680115,-0.7791419709937325,05/05/2023
8.287690296609144,186.4886038518133,1.647870128511955,02/02/2024
26.011624406877385,409.8318466268464,4.075641141488853,10/02/2020
28.531186959041413,535.7331068014332,3.101892473751406,08/04/2021
34.72041238154112,261.8532577831829,1.6124407261895726,12/23/2022
1.979635333161862,137.9569813030187,-0.97036316794416,07/11/2023
-1.222205906649264,269.69166513364314,-0.134908464495616,07/05/2023
32.277009018035145,385.8504411714481,3.1280592741693867,12/05/2023
22.45427419332435,99.79341905494628,7.735366261542008,05/29/2021
161.0011386230372,500.3844087973295,36.11773741216876,04/19/2020
7.626650395650861,417.5194438219127,2.6505875192509607,09/14/2020
68.43372618081901,952.2548776032124,20.448851674099643,01/22/2022
113.23477612752392,2796.844045935987,16.866357683324274,11/12/2020
51.99300031739755,164.3051245482633,7.956427102471093,05/09/2021
125.43889846517546,2207.417689276941,36.25562850928028,12/01/2020
13.397125967851442,26.701199647425263,0.9648639173126536,03/12/2023
22.60449372277235,530.2488299584805,-0.3883978262713402,01/27/2023
105.17221961427096,1946.6480209136528,17.274316065612382,11/25/2020
48.30032353431215,501.9545404662113,5.082722524083026,10/17/2020
18.89539762159112,390.1668359812128,1.1040768917652988,12/11/2023
149.97868884123656,241.7149433811117,25.85492568299481,04/05/2020
21.30652050666302,257.38457074100234,0.5964155017003341,04/14/2023
26.59473938130972,113.83071855790034,1.5533114606181009,03/07/2022
-2.691356052488671,-35.32500695842532,0.470300824517949,03/06/2020
50.75344280837552,704.8624593394202,17.502713723212867,01/29/2022
3.933964574901245,44.53643200714495,0.0856863906834014,03/27/2024
31.87618435045917,567.4062821054889,2.1444082123078534,08/16/2021
49.05006049208434,813.3490165613824,2.0272920284619724,08/09/2022
12.24678515561675,128.2954942509408,2.713593790332593,09/29/2023
19.004962170871124,46.80287531324751,13.124114787852609,06/26/2020
149.14317663913104,7514.350627393961,17.33667059186642,12/22/2021
8.220135302337836,151.20951778177687,-0.0302905171899014,03/12/2024
191.47535394562817,570.3779788967269,25.54241466073427,04/07/2020
51.415980946684485,897.8614697103051,1.8021543104141684,12/13/2022
30.101219828155223,146.41497758576094,-1.0983975508000543,12/02/2023
32.69278932358388,442.5568943288493,2.5337007378658294,08/14/2022
-1.1453004907046918,-109.9737037188474,-0.175530301618848,08/01/2023
247.843269833032,9428.28329524378,12.294894334400464,12/29/2021
19.778994060629927,36.29033251115344,-0.3031091947448989,08/18/2023
7.256667843877558,48.797896764703474,9.662068964309327,06/07/2021
19.256340466724104,210.9806485189855,1.763820223137778,09/26/2023
30.996324103639804,553.4482605663748,12.18635690338144,02/09/2022
112.6660399404202,2763.9636511051312,20.62945467640682,11/13/2020
131.80509722748548,1081.3713924792755,48.47689968026522,05/04/2020
7.476761265754587,147.2760919487855,0.8914355984804169,10/03/2023
21.275590714209383,243.58903476658017,2.2705658070244974,11/13/2023
3.530833661574032,-112.24113940000063,0.1107105505058295,06/15/2023
6.233233925428905,-60.76906184866164,-0.0900429719899385,07/27/2023
20.04956109711961,264.04881270499857,9.992106207621076,02/21/2021
-1.777189947362844,34.567142006936265,-1.0495486955411468,04/24/2024
266.998665908833,6789.201025857213,22.06883971139488,01/05/2022
18.4068378765271,78.59394753620872,4.714249101745824,09/25/2022
22.68917640787588,401.3070345643303,-1.5250347109856377,09/17/2020
1.3718903243172695,-44.854234694118986,-1.1902264026038634,05/30/2023
16.04787208504617,261.5678365956062,3.2811211288762663,09/18/2020
-0.9350919971044642,-67.6405890072935,0.0528111221218481,06/28/2023
66.61156635985955,619.4522084239715,13.397952588428955,01/18/2021
28.862108539079056,528.7606013850076,6.518875868659136,09/01/2021
166.604569967421,712.3895293979615,35.85987356459002,04/08/2020
56.32260392011872,180.79331141446303,8.13368033281612,05/06/2021
22.82920860948142,192.12060983696776,10.441961969761431,03/12/2021
79.75791340310575,927.6897650131416,18.14739492743057,12/26/2020
41.24526796924109,363.40508702476905,0.5114402668273776,12/22/2023
46.03169501663036,538.0590945488101,2.163939650453288,11/21/2022
32.46692681952562,742.2841076612841,-1.929822703267419,11/07/2022
-2.4469455069773405,133.94038718209774,-1.090160160084651,03/01/2020
26.417996099911377,109.59434230336996,-0.1488997407756642,08/09/2023
10.074049876390916,138.06700699203458,-1.9494094914862417,11/14/2023
8.522564833620072,0.7652251034476052,1.8201451438584408,04/02/2024
257.9297565584343,8399.95659165616,16.031816392904613,12/30/2021
38.47203079168828,177.33798956966234,-0.262618645638682,11/24/2023
34.352000014227805,338.85588942316514,1.898916896596883,08/13/2022
9.65580135854297,37.58217389291053,0.6428594748314467,07/16/2023
30.198752993065103,277.52126342062786,-0.3364866914763889,01/21/2023
22.61094480554084,228.4135765877532,1.8919993135122264,02/18/2023
34.93466993859873,477.256407935272,0.7128387460583061,06/25/2022
9.032180705684755,307.73892729048225,0.3652365560936648,03/22/2022
11.225038189753125,366.9631598079367,1.411097461482009,08/17/2023
5.158430196817873,44.20585857892493,1.102043153586555,06/24/2021
118.66896503231628,796.0682363568976,46.09856471346386,05/12/2020
35.57444492997661,46.69923639190824,2.216264087171468,03/18/2020
38.51233962700942,226.3006249487599,1.08283920109889,01/05/2024
20.04170529272729,286.62703445168216,11.906750098730427,03/10/2021
13.57453456154304,107.4316125041389,1.8747797100574004,06/11/2021
25.70998227826478,265.48065761096666,2.5473456862940216,12/14/2023
137.22691819861868,1978.1197863259524,32.051677148199644,01/17/2022
43.98294852027272,1073.702198263134,-0.2772928759303347,07/13/2022
48.16479635174909,175.27336316511787,8.134195656142158,05/13/2021
91.91568497339426,819.003346944236,14.810729491382284,11/22/2020
9.9510350768706,-13.422387956380136,2.462444417429164,03/08/2022
18.34542391032724,345.2025850393624,1.837875345499052,10/23/2021
32.37540594697624,187.5414133827728,5.730738300393442,05/26/2021
116.2404759710446,1162.1693099499196,30.37559559833233,01/16/2022
3.2855791100219047,332.6742148113321,-0.6192024289885275,03/15/2022
42.40578280817363,381.5609265833823,11.805788022615912,05/07/2021
43.29127584898677,451.534811154044,2.936682210079857,12/01/2022
25.83590940765028,419.7170262248047,2.34437837591041,12/12/2023
22.497725162823283,314.9663164920648,4.4278127722591725,10/11/2020
15.285458709811977,6.291747283630592,1.7061658254856726,05/26/2023
42.48163488436204,173.08569349503995,2.350043615046776,01/07/2023
33.52218968617045,78.67322080361136,0.114603195006649,12/10/2023
25.725737957954244,268.33923992188306,1.405878220054923,11/16/2023
15.0524412787839,313.4401258514379,2.200004110791072,02/18/2022
33.44409782236072,506.94378820329257,1.1296508390990778,10/28/2022
87.68708683918992,291.50671980909374,26.34315978988172,05/24/2020
4.288213982458965,137.7022470819831,0.0925238115596579,05/11/2024
17.14169972678077,238.24053730086496,1.9554673111513152,10/27/2023
16.656971058675662,323.0510055562873,2.4128314290459665,09/02/2020
48.45773901461498,500.13861606091024,22.00247348483956,12/24/2020
-0.6199281986106344,-26.876095463979425,0.9078503891363512,03/12/2022
6.113801906915585,99.2680584144214,0.023651934593188,07/31/2023
32.99516517991112,459.25434953302585,3.380319524578582,02/06/2023
10.248618767072267,116.65734752032782,1.224961899817556,04/20/2023
4.539481949582612,166.52236456539308,0.0992405013720302,06/19/2023
23.50633823340618,248.4033640545857,8.747840873093898,02/20/2021
35.48786280487303,275.1271116783786,1.64352918318193,07/21/2020
13.989804477097415,752.6003459297202,-0.0306889632504319,04/20/2022
43.93376367031859,528.9871092178695,15.137132209826126,01/29/2021
28.606706599249733,344.7251042625973,3.921980065395957,07/22/2020
9.315276427855274,203.45873621195983,-0.0687238708335462,07/15/2023
9.71150921795404,210.1793618136317,0.9850953270572438,08/10/2023
47.27546795567564,416.4185478534155,5.036804010892374,08/14/2021
7.968330309950052,349.6029454148107,-0.8594557727735191,04/23/2022
52.35817583646909,958.0224759016554,2.431057557998691,07/08/2022
1.7839532225890269,-26.00707062917616,0.9429888554082508,03/03/2020
24.527836860839265,201.21795756259195,1.490176910980498,03/17/2020
11.25108950116687,61.162177898021305,5.629289716860012,10/07/2023
110.21421311905408,3744.286985072624,6.9145584610342175,12/17/2021
25.43823598810366,297.81466205650423,6.697527136007697,03/02/2021
54.91594154849358,497.9889342352825,10.847736913279194,02/10/2021
54.0613063278344,400.4577896562715,8.040299429411672,02/05/2021
29.80032723239183,337.40134688765494,2.9262025007363297,09/25/2020
55.05460212554553,407.34142292699823,3.7981985967811096,03/21/2021
21.128546269800808,4.659095551371223,-0.18612259421048,09/08/2023
23.62231077547345,331.35375558564834,1.1484555108343488,07/26/2021
24.340398646573444,72.256082951146,4.6368250209719895,01/30/2024
18.777828962903023,269.77900152167507,2.0335184496313747,09/18/2022
7.361465851592726,100.4036580780031,3.073707959874853,03/02/2022
16.6595185858162,453.2322403338879,5.436869172213783,08/02/2021
27.630202737879003,28.28757877637988,20.2702920778705,06/07/2020
142.5029329577725,461.07646110895456,7.607121393274226,03/27/2020
22.0956758219747,220.4748200269113,0.5693262382263813,01/15/2024
1.68817149634811,-33.19442016221433,0.4409362771696311,07/08/2023
20.00270648265351,277.3035058703671,3.2914271699451167,08/20/2020
44.15493314194843,571.2011572133068,2.7801730090676355,11/17/2021
20.58471705327469,498.2567717135017,0.5968542731979074,08/18/2020
22.103748169646604,128.82637813557437,0.7502278284567555,04/13/2023
1.587282716429331,-36.87673218810046,0.3441580167051346,06/24/2023
8.673985383768672,207.1148505906252,-0.5642660103583834,10/09/2023
67.58353810745275,396.8348969449331,22.950571311607785,05/28/2020
19.42678672934001,356.518697483041,0.7667224183966351,01/20/2023
60.08880964098496,726.1562376413233,-0.9853021161528044,11/30/2022
9.87327226654006,108.92891260290224,1.1042278302755315,05/12/2023
40.27126946559956,487.4699711772947,3.603648131446504,11/01/2021
6.028284532914586,-101.1157346073622,1.3419766188802609,06/04/2023
26.52635858440816,210.68330577205788,12.56806239159819,06/10/2020
16.947157013736884,564.392007968781,0.9248135175849757,04/05/2022
19.27036449138421,368.396905917472,11.215378028937607,06/25/2020
39.57901642094,158.87686173550154,5.174565021025626,05/22/2021
16.543292550821764,188.80173506379884,0.5480643326841588,04/18/2023
11.747793499598462,50.690092242036016,2.6377146457823915,07/25/2021
179.00624336442664,1298.7194004219891,55.61769680391453,04/28/2020
5.100619269147372,156.2988669014666,0.7494751244651725,06/23/2023
33.45358470012658,469.48539195061153,-0.1195771148625212,11/10/2022
31.249860315905103,176.32164814255754,4.78453337517804,09/12/2021
58.65949559295142,1180.2337200951067,11.92059231017025,01/12/2021
32.7520095037221,418.6307456389701,3.783126881079228,03/27/2021
132.8521446285439,394.3777489005689,2.3921152613157908,03/26/2020
119.48340834879144,795.8429679455169,13.355862042857966,11/15/2020
19.95842988703622,1408.5653431754656,2.415648800615521,06/01/2022
19.30702026353836,78.35307907480905,0.7525858765082911,01/15/2023
22.174284353100685,938.2180804961788,2.225767074445184,05/27/2022
19.35909476227785,180.5980164050211,1.4745632184650952,02/15/2024
89.9955159456605,1948.6122108704008,35.2060672584536,12/08/2020
4.371220761580956,225.1670158293084,1.3583976807662623,05/07/2024
21.77730779203872,1783.0520195278552,0.1171767074094044,05/10/2022
15.759012644226528,238.1150779174192,0.8257425212618947,09/10/2020
17.957408225554076,141.00831141137903,-0.272484779605623,02/29/2024
10.719680483998596,-159.03576985663707,1.119133367467795,04/25/2024
15.513927895715309,127.55239996165756,-1.2361684816275988,10/06/2022
26.26775254383706,336.82267714207325,2.141570044000044,02/26/2023
54.64835435462112,677.6394736280117,16.918910780517308,01/09/2021
40.37003402345864,275.26913476629466,25.18188462647416,06/02/2020
154.08421218195076,602.831249655523,24.428419966799936,04/09/2020
33.03858693240047,308.4634815143944,-0.0994343180918862,11/09/2023
48.70939061942994,803.218720208371,2.0157777184486134,07/26/2022
16.604372537659234,105.47659720189792,0.0771487069858515,02/13/2024
21.642388230915728,2.0210553720238025,2.5066261135824286,05/31/2021
26.589343136139373,121.37970277291222,1.0547397644168983,01/18/2024
30.2158433807692,513.067209264288,6.9569457851847964,09/16/2021
35.1737204319988,626.3190139522619,9.13007575834274,02/04/2022
21.890761604786764,330.54708741302625,-0.3491571533194643,02/03/2023
13.986337083932955,78.77693264752321,6.53131328136486,06/04/2021
5.316369798260282,521.9263146625927,-1.0456418521307305,03/29/2022
23.65989569786048,174.41750150865394,3.8867471380964735,02/25/2022
41.27576357660888,166.07350829087014,0.9750661150004428,11/27/2022
30.407834254046733,94.76560165873384,0.4475802103801795,03/05/2023
32.747809760943994,1073.2985404069968,0.265101469665805,06/03/2022
25.12824895174223,391.7422847059432,1.1752519091085367,11/06/2023
161.5379104283161,1303.1924984169148,43.397040653515134,04/29/2020
77.47916265702355,1013.1236857652768,3.5520584198022607,04/06/2021
9.619160692624446,-231.02443063142115,-1.7620185939511308,03/02/2020
6.052247114223175,-22.599842614337547,-0.286378235630607,04/21/2024
106.9688651704837,1555.1720479057465,28.505730242346264,12/11/2020
97.75195782951384,2449.0414595015773,6.734747779578811,11/04/2020
31.29983635382236,498.2082262083277,3.2071375289204846,08/20/2021
21.66984065299168,-59.11274589261603,2.0768619521144056,03/03/2022
52.51091165243225,777.009768728074,0.3470577214708037,12/14/2022
22.733973538032025,262.9853952357063,-0.7090905206574846,03/25/2023
27.161069915440844,353.79587676463814,4.718414051432474,07/06/2020
66.01706567869259,319.1384248045037,2.294112034373935,09/07/2021
15.69111432124348,164.78984906212122,0.3993013976105265,03/05/2022
101.19925286562469,358.33471885569907,28.35129401129668,05/16/2020
168.02122040204776,975.940023260732,36.43965774229646,04/27/2020
33.12484577128047,388.7986022200629,5.615824583414319,09/14/2021
237.8173144453034,5303.540479505421,21.8112322414202,12/31/2021
23.10218624372738,-21.92250882284688,-0.4388880725733314,01/27/2024
8.552112725151446,-89.70580839261663,0.9430057333938796,04/15/2024
41.5723770866897,251.0405315114816,0.8774272770493705,12/26/2023
51.902816843001176,300.4530012900757,3.140692140501666,11/11/2022
14.842086619682163,673.2722407220676,3.17821226891756,04/29/2022
29.34435575937127,358.5601405623336,-0.5024683405180779,03/07/2023
29.37852819417952,313.9474684625255,13.553967416590742,06/18/2020
24.46835207861729,932.2243820243071,5.400822476642744,10/13/2020
14.479155369865648,77.59512079172983,0.5151896989641602,05/19/2023
6.723764420294279,-34.77306202609451,1.251229065720138,05/13/2023
10.425959411222458,-3.101677790327741,0.4403269528408022,04/02/2023
20.579632630407698,625.0148427870486,2.3481413450446613,10/03/2022
17.904949219163015,335.95667794684016,-0.139561658778623,10/13/2022
38.34987626174728,715.2714100648232,0.7853215656252424,06/24/2022
6.025633685834922,-23.985501018601184,0.4970624959662325,03/13/2024
19.61243794052121,266.5240950685948,1.1730222007863975,01/23/2024
77.43034955086293,1510.892822738506,26.336135169983592,12/16/2020
28.64095027633661,-85.1792219445845,10.733962226575631,02/14/2021
24.48097420551064,430.2255786833497,1.7289437061708357,03/20/2023
117.06895117746112,2223.7565222292765,29.390686338113607,12/03/2020
32.791315312267336,1008.1404876191424,1.7342371466252078,06/30/2022
15.762540343652873,339.4836737229496,5.160660162462404,10/09/2021
23.76421077040124,123.00974699076389,1.751427634991068,09/12/2023
11.543658533204562,59.67776083774237,2.2820664173374654,10/01/2023
14.2734785459943,395.4071349942538,4.140996260260197,09/11/2020
42.08354932729365,539.0853761835167,6.7152685782368495,05/05/2021
11.076975460645924,-51.13816701331992,0.4772526657285931,04/19/2024
55.0037101112665,435.7330256595593,1.6171560326746242,12/10/2022
24.2692717137462,315.0712219429503,2.503033506686112,10/16/2021
10.980368426060553,-130.15444794657316,0.9889103602102236,04/09/2024
23.84657274498572,285.3914931839644,3.879377842647486,03/21/2022
156.15268239726151,453.4760289777942,14.21262231876249,03/31/2020
64.51855418275713,277.78676638482256,11.467270603083968,04/25/2021
4.392203598637195,256.86686036992194,-0.3347005127024925,08/12/2023
42.63272588188659,689.8201655424679,3.1581501308749265,08/10/2021
24.96157021293568,559.2861830297815,-0.4740964698975962,05/30/2022
37.29619745997054,968.5866594840744,-0.3442969786418341,07/21/2022
18.009318858991797,158.88208225093769,4.098764451436392,03/26/2023
2.8508850155218,103.60408496642992,5.897712944768136,03/01/2022
16.149438792412102,596.4995149752789,0.6842208160343538,04/13/2022
39.86519164017145,561.3359244407807,19.59319667031634,02/03/2022
10.411356644133908,122.93268956913718,0.845677236432931,06/01/2023
154.86300646065436,1211.5935622491102,59.17424765452832,05/05/2020
32.56037732718646,384.714805463236,5.990248245302459,09/05/2021
31.677704108366463,543.7228393107738,-0.649062931475948,11/23/2022
39.81304406452181,569.5053345437371,-0.1216405099793442,08/25/2022
120.43255177746282,357.5413689240144,0.981401173128256,03/24/2020
5.835451348525213,188.8888817841417,1.1316616250340974,07/07/2021
20.72497085622464,147.17568184194994,-0.814510972323954,11/15/2023
20.43590940785831,-42.23680700414289,-0.5479385834381155,01/07/2024
25.1743939557788,413.75448491564833,1.938562240698032,02/09/2023
5.07428024799208,100.56671765749286,0.4931230928543557,08/05/2023
57.59717397521676,968.2123201430384,12.187942969121428,12/12/2021
1.6475054997069056,-82.93643702806807,0.3748466416377865,07/13/2023
45.95654059235462,816.2694403904206,4.062905494113614,03/29/2021
13.447888732755882,35.50093203185743,0.6549644959534956,03/01/2024
10.403356634375388,317.3482188771571,4.388228431502431,10/07/2021
29.53942843694573,1058.02489582376,-0.0552227067076995,10/15/2020
11.28598889129038,7.265318960985397,0.3919440546466636,03/05/2024
19.972791397007725,404.9337625121216,-0.1301348924135774,03/01/2023
28.82872538651401,503.6654910377706,3.469929432321122,03/19/2021
25.74115088874191,216.07550450673145,2.8279502332159665,09/25/2021
34.98603181790979,1300.850835456902,-0.3452801062766332,05/17/2022
26.09122966541476,290.57155736003944,-0.4310198386018882,01/16/2023
44.07729017166851,412.2906300779108,2.609774799580197,11/09/2022
26.960435752553494,622.5953846517627,7.479539356809746,11/03/2021
22.248379305634103,148.4493223404532,0.6309571720366154,02/01/2024
49.68096813807959,397.0300940700498,6.317186615353007,08/31/2021
14.858408145212625,419.9451491164261,1.6744375161694722,01/31/2023
816.9367045064217,1679.7703959672306,0.8319926788365032,
114.49055858940508,920.6816176168392,34.20166289836634,05/18/2020
64.71562608242012,920.06976002569,6.624370080468161,12/02/2021
124.80589505248037,2399.653028552605,32.94100707401495,11/20/2020
121.64385869121372,499.8609888772753,51.70261392763588,04/26/2020
8.87794417681096,307.5450182011169,-0.4753303129053464,09/02/2023
8.058747131732273,41.214328821551874,-1.061240437809153,05/08/2023
14.363530402173318,-8.84384380340552,3.378162180533097,04/21/2023
108.92742849456592,2140.675929276317,17.243642434820746,11/19/2020
17.36936164131361,43.41665502165684,4.424284576758321,08/01/2020
30.950173575044744,477.4308871494937,1.2082795950318184,07/30/2022
11.562038977897952,162.30154850429335,-0.2301145252360294,08/08/2023
16.669620084356154,39.49462098967727,1.40491995472925,08/19/2023
38.80361825306277,547.5810427911607,6.927380031429129,04/29/2021
58.52104142666484,638.6441435305022,12.772144729209847,01/26/2021
32.87175486095408,484.6026303208898,10.879199279589807,01/30/2021
39.68404151545772,535.520076182202,2.810118883352445,08/19/2022
13.011099512521035,264.0330335567904,9.87250934340507,02/23/2021
14.400120541523124,249.4525702071773,3.72454069459604,10/30/2022
25.815006676239765,289.1298740143812,1.0620107052411336,08/10/2020
44.45075116414579,853.2266456280303,1.3572848907607256,12/21/2022
118.6572649361745,2373.4791775134486,23.71131978633164,11/30/2020
108.0431218113098,711.9404706358623,34.70121004507163,05/21/2020
17.190719981365795,416.4970186335998,1.8432976730554864,08/03/2021
40.56163907578617,110.0316049376754,4.138898364959168,12/01/2023
6.459502084830594,67.39869393125701,-0.5252765289667543,05/02/2023
23.329195000039185,170.03639908406484,12.644826024813378,07/01/2020
28.875540339296595,405.48484431559945,8.216962268581653,08/22/2021
15.250155134942352,43.7735644188694,1.6203196552468508,02/26/2024
9.482579811450504,191.2604482650564,-0.1254168622788583,05/01/2023
16.00151989898178,453.89521171432034,2.8764976465157845,01/24/2023
19.64608970036088,370.821330311754,1.856822230787868,03/16/2023
18.48387031010368,512.9860657156114,1.645571323152907,09/26/2022
15.141359943006035,593.048213632271,2.983493095829896,04/07/2022
76.08679778340301,1396.1384684251548,16.826447644222323,12/22/2020
36.11099211152626,407.9101884369324,0.7154318108791747,11/26/2022
35.72161900678362,407.1976182511502,0.0734499869568904,12/28/2023
37.13032858798997,916.2886674575168,1.6966894376524428,12/15/2022
23.45615340323404,366.4780666950217,2.8965885162295524,09/04/2020
25.032580420056235,549.8908588662924,3.078512582262696,11/02/2021
33.69709830896531,239.33569839784428,-1.469435497183548,11/19/2022
40.84345762627506,753.2883223940435,2.910640185936309,12/08/2022
170.13770907034862,3911.542694601653,16.977561126152285,12/24/2021
22.03015170488268,337.1036420007013,0.9920040202568724,09/14/2023
15.637309460115643,227.2522170872216,-1.4638167567002751,04/03/2023
20.120480785958968,295.04563782176075,0.6827773812062663,04/17/2023
5.633484007428047,69.49503133136301,-0.1309538077500567,07/25/2023
253.13532767872323,9389.844722684416,23.035895713074083,01/03/2022
71.00014349493318,990.8515228413796,11.198206792005973,10/31/2020
30.432035024096407,384.14246131658416,-0.4086625802824024,09/29/2022
22.49996230692369,1018.4736500450553,-0.8135206664673018,06/22/2022
28.525315520372693,293.8104660218572,4.924289598292885,08/29/2020
2.392888057463882,95.651084264833,1.377435189949945,08/14/2023
44.76849753953033,579.7834046267806,0.948360665524774,08/15/2022
17.53608561133068,162.15779013817797,11.537996584651534,06/21/2020
2.0451063771065727,19.024663217458773,1.8289078476302845,07/01/2021
31.991654238817404,771.7047966596995,1.7576637446379284,06/23/2022
4.653459585046076,25.771683271640462,1.1594543263632122,06/28/2021
35.79495114163183,417.4050474087145,1.6136302075509106,01/30/2023
55.11034629285948,1064.3171366653348,1.5493878864880382,07/20/2022
17.81254187728918,101.3322856961274,0.6910482651685119,01/31/2024
14.902236165332534,272.33230794023484,-0.3156787658872342,09/11/2022
23.547519932571426,288.3978129771276,0.49532812521204,01/08/2023
12.730285032802293,751.4560589790453,-1.3037208429568514,04/22/2022
15.998148661976114,266.4049633274331,3.673000894091223,09/06/2021
2.684431209330744,72.75640610711724,3.80931500508862,06/15/2021
14.590213687841834,0.3792271513251819,0.7643786357670989,02/28/2024
4.0318530023213945,-10.888979003515445,0.2059733424335127,08/06/2023
50.07614431203076,1325.7961847907118,3.3716491831558404,11/30/2021
25.29171595419913,1007.703969149794,2.813600399847992,05/06/2022
49.480714618823264,461.6966427007195,13.734204905915083,02/08/2021
37.70089746933195,440.71702662904,14.588142197736987,01/30/2022
4.135755635578441,319.1467235094531,0.6001630446920216,08/28/2023
40.33046042360801,541.2622447269435,-2.203109246226802,10/31/2022
38.2570131770927,1139.5691427572092,4.117494588390169,07/25/2022
13.706767931211909,-18.920663013362457,-0.03682416781935,02/24/2024
22.334909746719667,265.6457199105853,4.749923336181752,09/24/2020
39.41626696738192,544.4317938190342,2.076958524277347,08/17/2021
136.73246917624516,1016.7276771842209,39.64682887530925,05/01/2020
56.74304340184602,709.362110050059,4.954848953799129,04/28/2021
8.410786391229916,-54.34364305477493,2.578333129152236,01/20/2024
13.222246293474967,98.23148360221596,-1.3659949105613682,02/27/2024
11.435579188103825,70.58563868185036,0.8104517047656121,09/22/2023
32.391355387657725,320.8995134027499,2.6914704293263743,02/28/2023
0.5906148450010198,28.35209921927212,1.4115680252270173,06/29/2021
71.9354660966673,754.0621493526378,9.456472563075025,04/21/2021
7.848677817732041,230.91211659924977,0.2272277805436946,04/01/2022
33.48228648735191,177.26934152469843,0.4251074350980655,12/03/2023
20.00721770618324,183.57023384270727,-0.1788626441983825,11/17/2023
-1.1497536219738986,145.57164089454892,2.216965114950329,07/05/2021
36.33220862818474,1128.4426192872738,0.4499541020692072,06/06/2022
3.397028464337696,57.14406171165184,1.6737453185286109,07/03/2023
27.368996783111,226.1969738415844,0.7648631244939621,10/01/2022
20.63650134327258,289.76155276680856,1.6768625333582776,10/19/2021
35.49760002749367,162.44395962951637,4.354143680435084,07/31/2021
29.26508236880592,394.4138100477604,7.058511247325324,11/13/2021
23.40578358965168,13.04622040185481,5.034722393617783,05/23/2021
31.816525185079684,490.6600213558681,4.966663502628014,08/19/2020
18.25244986586267,172.25553781616915,0.6826692027978918,10/07/2022
13.628174062578443,390.6959253389791,0.1457649554377811,03/13/2023
2.512681474711113,-16.46996607266278,-0.5641797015973521,07/10/2023
60.72723944090495,157.61090137878963,0.1987526610916254,03/21/2020
37.21901599455981,563.4298802048403,2.872679263958596,01/04/2023
4.340285967287085,149.2165033879012,1.65367755550021,04/27/2024
70.92987225072001,676.5949496576592,9.007536973056048,12/11/2021
22.90783568554453,312.0393422269044,3.9046275837025655,02/15/2022
93.60156506395474,1343.3427405864034,17.6834503038426,01/07/2021
23.861309186353694,952.8178686296162,-0.9829996292973994,07/07/2022
6.636943443868459,5.178504066516819,0.2200263494317809,06/17/2023
41.97895496025777,274.60756523704987,14.748475135352862,01/17/2021
7.839975655926928,61.55469357982669,1.9726239815498023,03/27/2022
7.570292647482585,49.11684572764548,1.1827566657861484,03/29/2024
5.389188650966039,103.44539097019198,-1.0047035574049472,05/15/2024
72.09798308363844,1124.8569958127068,12.332798001934988,12/07/2021
133.8380227851947,2482.1996881540194,21.68511658419691,11/17/2020
17.019883088688132,586.5199537421263,6.071480614781579,10/12/2021
43.787815477287374,566.8715138389628,1.5319058576813884,08/13/2021
9.956395179543309,56.77812960572915,-0.1934890673613137,07/15/2021
45.50667088330415,453.34033575368346,5.021810065921393,05/04/2021
34.86157197877516,422.61054398517047,14.978536558322682,02/12/2021
43.43334587613279,29.51502499588159,17.875512531644222,01/31/2021
26.98449609730199,96.98541051386364,1.90374923754469,11/24/2022
10.354678548880807,170.39818518793604,-0.7303590940034183,05/11/2023
19.188834034539667,447.9057140977792,3.1907051912913422,09/30/2020
187.81374910243247,521.4773621101972,24.32858731468223,04/01/2020
3.9638400880356666,-37.186847746054525,-0.0496628593354018,07/01/2023
11.60064655055244,74.16351526591254,-1.6149798427071296,04/03/2024
16.475914019999145,-36.77031838089786,1.7836127510644968,10/26/2023
23.965696951444173,362.2399913217342,-0.5271409061921637,10/04/2022
37.38157864075367,208.9877755872178,-0.9241437326228136,10/12/2022
-0.3314657670730545,103.24026966531116,-1.5622676834689326,04/22/2024
39.69854764054339,1234.1729084859717,-0.7661187431020735,06/02/2022
26.89429851872258,628.5896544347605,-2.1081027151381844,06/17/2022
50.84041007630408,562.0180297896269,7.759646095897249,01/28/2021
12.259889067915076,-95.76585168527,-0.3276681738874515,05/21/2023
8.175526464307104,-3.870883280593264,2.2459561729186146,03/09/2020
19.414726473529058,397.548834833501,16.989496492708113,02/14/2022
18.366768151182264,481.1033679449617,5.822525461229399,09/09/2020
134.9991175684413,291.0601476614646,33.513356976213885,04/12/2020
14.821655512617752,496.8359126897142,1.8467419347636127,10/05/2021
32.367706060545224,278.09409036422926,4.371719286655953,09/17/2021
47.51894453469847,370.0482669508031,1.9355257315508607,01/03/2024
59.09059372776943,1192.0288594630915,3.853002894120536,10/22/2020
112.04528820159348,2707.195801712008,6.0834700899189125,11/05/2020
28.43704314703746,330.79649896706326,-1.7269330421597235,09/28/2022
138.00455306264868,3516.7373919010147,13.555415881706796,11/10/2020
31.59498716999876,362.7170792954871,0.9858454407369864,03/28/2023
13.236110634611112,-124.01417099756262,0.4592456170048962,06/21/2021
24.24475903417512,235.9105602219072,0.9625444739619596,11/21/2023
