AREA,DISTRICT,SAFETY
area_5,Other,66.84
area_5,25.0,58.76
area_3,Other,62.09
area_1,Other,48.79
area_3,Other,69.01
area_3,Other,57.26
,,66.25
area_3,Other,65.03
area_3,Other,70.44
area_5,Other,63.15
area_2,Other,72.87
area_1,Other,51.76
area_2,Other,56.29
,,56.59
area_5,Other,61.28
area_3,Other,63.37
area_2,Other,71.18
area_1,Other,49.74
area_1,Other,58.71
area_5,,60.91
area_2,Other,59.18
area_5,25.0,59.76
area_3,Other,60.95
area_2,Other,51.56
area_4,Other,53.38
area_2,Other,46.17
area_5,25.0,51.05
area_1,Other,48.2
area_3,Other,56.05
Other,,61.68
area_3,,65.34
area_5,25.0,61.73
Other,,66.82
area_2,Other,61.22
area_1,Other,59.41
area_5,Other,59.03
area_2,Other,51.85
area_1,Other,58.39
area_2,Other,58.55
area_4,Other,55.78
area_3,Other,41.82
area_2,Other,41.12
Other,,53.95
area_2,Other,53.89
area_3,Other,72.22
area_5,Other,66.74
area_3,Other,66.58
area_5,Other,65.73
area_5,Other,70.71
area_2,Other,47.25
area_5,Other,68.23
area_1,,56.34
area_1,Other,56.37
area_5,25.0,59.23
area_1,Other,55.17
area_1,Other,55.74
area_2,Other,51.43
area_2,Other,54.72
area_4,Other,49.26
area_2,Other,54.57
area_1,Other,54.72
area_3,Other,71.14
area_3,Other,64.01
area_4,Other,50.99
area_5,Other,63.56
area_1,Other,44.76
area_3,Other,58.44
area_2,Other,57.39
area_2,Other,54.85
area_5,25.0,63.32
area_3,Other,59.41
area_3,Other,68.16
area_5,25.0,62.71
area_5,25.0,59.08
area_3,Other,49.68
area_4,Other,39.26
area_3,Other,62.98
area_5,Other,70.63
area_2,Other,57.07
area_5,Other,65.43
area_3,Other,60.11
area_3,Other,64.08
area_3,Other,62.06
area_1,Other,44.28
area_5,25.0,64.45
area_3,Other,60.78
area_3,Other,58.04
area_3,,58.46
,,65.98
,,65.98
area_2,Other,50.09
area_3,Other,55.8
area_1,Other,38.61
area_4,,49.12
area_5,Other,52.97
area_5,Other,68.73
area_4,Other,57.5
area_5,Other,60.04
area_4,Other,50.56
area_2,Other,54.33
,,63.49
,,63.49
area_5,Other,70.34
area_3,Other,60.62
area_3,Other,66.62
area_1,Other,56.63
area_4,Other,54.55
area_3,Other,61.01
area_1,Other,56.63
area_5,Other,65.11
area_2,Other,44.33
area_5,25.0,60.38
area_3,Other,66.12
area_4,Other,42.17
area_1,,60.08
area_4,Other,41.97
area_4,Other,51.16
area_4,Other,50.35
area_1,Other,53.88
area_2,Other,48.75
area_5,25.0,56.88
area_1,Other,50.63
area_2,,55.31
area_1,Other,50.28
area_4,Other,44.57
area_1,Other,47.25
area_3,Other,62.33
area_5,25.0,54.63
area_3,Other,50.61
area_2,,59.18
area_1,Other,53.21
area_5,25.0,64.09
area_3,Other,56.11
Other,,65.07
area_5,25.0,59.27
area_3,Other,54.59
area_1,Other,55.34
area_2,Other,52.58
area_2,Other,51.87
area_1,Other,48.05
area_4,Other,55.81
area_5,Other,57.9
area_5,25.0,55.94
area_3,Other,68.47
area_3,Other,57.04
area_1,Other,52.94
area_1,Other,47.27
area_1,Other,54.84
area_3,Other,69.84
area_5,Other,67.89
area_4,Other,53.92
area_4,Other,46.26
area_1,Other,50.99
,,64.1
,,64.1
area_2,Other,50.73
area_3,Other,46.79
area_5,25.0,60.52
area_2,Other,55.6
area_5,Other,53.2
area_1,Other,44.24
area_3,Other,71.26
area_1,Other,43.3
area_3,Other,69.8
area_4,,51.18
area_3,Other,70.01
area_3,Other,61.65
area_1,Other,42.59
area_5,Other,55.38
area_3,,56.84
area_3,Other,65.6
area_3,Other,61.17
area_3,Other,69.61
area_3,Other,58.63
area_2,Other,35.51
area_5,Other,66.63
area_1,,56.16
area_4,Other,55.8
area_3,Other,65.7
area_1,Other,57.64
area_5,Other,67.3
area_2,Other,56.67
area_5,25.0,53.91
area_4,Other,55.46
area_5,Other,61.54
area_2,Other,57.72
area_3,Other,59.45
area_4,Other,51.42
area_4,Other,61.59
area_3,Other,66.91
Other,,66.81
area_1,Other,34.58
area_5,Other,62.45
area_4,Other,62.57
area_2,Other,60.46
area_5,25.0,63.6
area_5,25.0,60.8
area_3,Other,56.51
area_5,25.0,58.0
area_5,25.0,49.79
area_1,Other,58.04
area_2,Other,41.24
area_1,Other,57.96
area_4,,52.25
area_5,Other,60.74
area_3,Other,61.47
area_5,Other,71.64
area_1,Other,47.53
area_3,Other,64.44
area_3,Other,67.13
area_3,Other,67.15
area_4,Other,51.03
area_5,Other,67.7
area_3,Other,64.81
area_5,Other,69.57
area_5,25.0,57.23
area_3,Other,58.0
area_5,Other,69.82
area_1,Other,66.66
area_4,Other,54.46
area_1,Other,45.96
area_3,Other,54.84
area_1,Other,41.15
area_4,Other,48.92
area_3,Other,63.69
area_5,Other,57.3
area_2,Other,60.48
area_1,Other,60.2
area_4,Other,53.65
area_3,,65.77
area_2,,53.07
,,54.26
area_3,Other,61.6
area_1,Other,55.78
area_2,Other,53.71
area_5,Other,64.56
area_2,Other,53.67
area_4,Other,50.53
area_5,Other,64.67
area_2,Other,56.4
area_4,Other,55.06
area_1,,47.07
area_2,,51.24
area_3,Other,56.0
area_3,Other,60.8
area_5,,67.36
area_3,Other,71.17
area_5,Other,69.8
area_5,Other,66.39
area_2,Other,61.47
area_2,Other,62.39
area_3,Other,55.63
area_5,25.0,58.08
area_2,Other,47.88
Other,,56.4
area_3,Other,68.37
area_5,25.0,59.87
area_3,Other,57.16
area_3,Other,59.52
area_3,Other,70.22
area_3,Other,61.42
area_1,Other,54.0
area_1,Other,61.72
area_1,Other,56.91
Other,,65.62
area_2,Other,57.23
area_4,Other,43.04
area_1,Other,54.24
area_1,Other,58.26
area_4,,50.09
area_3,Other,78.26
Other,,59.6
area_4,Other,35.5
area_4,Other,42.01
area_4,Other,56.52
area_1,Other,56.21
area_1,Other,59.71
Other,,61.92
area_1,Other,40.37
area_2,Other,51.86
area_1,Other,58.49
area_1,Other,61.21
area_5,Other,70.26
area_5,Other,66.99
area_5,Other,68.52
area_4,Other,46.49
area_4,Other,60.26
area_5,Other,61.68
area_4,Other,49.06
area_1,Other,67.98
area_3,Other,58.26
,,58.44
area_3,Other,68.87
area_2,Other,56.13
area_1,Other,52.33
area_1,Other,51.62
area_3,Other,67.24
area_1,Other,54.18
area_4,Other,54.05
area_4,Other,43.94
area_3,Other,61.43
area_2,Other,56.21
area_1,Other,57.38
area_5,25.0,62.28
Other,,63.31
area_1,Other,61.56
area_5,Other,69.98
area_1,Other,46.22
area_1,Other,42.55
area_2,Other,63.42
area_1,Other,51.46
area_3,Other,60.78
area_1,Other,64.33
area_1,Other,54.45
area_4,Other,54.05
area_1,Other,61.49
Other,,58.76
area_5,Other,64.7
area_3,Other,49.59
area_5,Other,79.1
area_5,,63.64
area_4,,45.73
area_2,Other,46.04
area_3,Other,69.56
area_3,Other,61.92
area_5,Other,67.25
area_1,Other,49.85
area_2,Other,56.59
area_3,Other,71.13
area_3,Other,70.35
area_5,25.0,55.11
area_5,Other,62.06
area_3,Other,66.65
area_3,Other,61.88
area_5,Other,71.78
area_5,Other,61.62
area_1,Other,51.49
Other,,67.12
Other,,56.64
area_2,Other,54.17
area_5,25.0,55.74
area_2,Other,61.54
area_4,Other,40.09
area_3,Other,65.62
area_2,Other,60.51
area_1,Other,49.9
area_5,25.0,62.45
area_1,Other,51.05
area_3,Other,68.37
,,57.97
,,57.97
area_2,Other,54.93
area_2,Other,48.9
area_5,Other,64.61
area_1,Other,61.14
area_5,Other,66.45
area_4,Other,48.84
area_4,Other,57.99
area_2,Other,58.22
Other,,63.99
area_1,Other,56.6
area_2,Other,51.94
area_5,Other,65.58
area_4,Other,60.41
area_5,Other,64.05
area_2,,57.32
area_2,,55.13
Other,,58.33
area_1,Other,59.53
area_1,,47.82
area_3,Other,55.14
area_5,25.0,58.8
area_1,,55.1
area_4,Other,62.03
area_4,Other,45.76
area_5,25.0,58.83
area_2,Other,52.93
area_2,Other,60.74
area_1,Other,46.78
area_1,Other,55.81
area_5,25.0,52.95
area_5,Other,76.94
area_4,Other,46.66
area_5,Other,57.29
area_5,Other,68.34
area_1,Other,47.47
,,60.26
,,60.26
area_1,Other,54.48
area_5,Other,68.23
Other,,64.27
area_2,Other,54.28
area_1,Other,42.73
area_5,25.0,61.96
area_3,Other,53.8
area_4,Other,36.41
area_4,Other,55.05
area_1,Other,51.88
area_2,Other,56.73
area_5,25.0,48.6
area_1,Other,51.48
area_4,Other,47.33
area_5,Other,64.77
Other,,63.67
area_2,Other,46.36
area_1,Other,54.24
area_2,Other,57.38
area_1,Other,55.46
area_3,Other,65.02
area_3,Other,69.28
area_3,Other,54.23
area_4,Other,57.83
area_4,Other,48.59
area_2,Other,54.22
area_5,25.0,59.24
area_1,Other,60.81
area_4,Other,46.17
area_5,,63.45
area_1,Other,58.09
area_5,Other,65.46
area_1,Other,54.27
area_2,Other,57.23
area_3,Other,47.44
area_5,25.0,65.64
area_3,Other,59.69
area_5,Other,68.08
area_3,Other,63.26
,,60.32
area_1,Other,58.07
area_3,,69.89
area_5,Other,64.8
area_3,Other,59.34
area_3,Other,48.84
area_1,,46.74
area_5,Other,66.47
area_3,Other,54.04
area_5,25.0,52.39
area_4,Other,57.26
area_5,Other,68.56
area_5,25.0,59.87
area_4,Other,49.08
area_5,Other,60.34
area_1,Other,51.14
area_1,Other,52.51
area_2,Other,53.53
area_5,Other,74.8
area_5,Other,66.98
area_1,Other,55.05
area_3,Other,58.91
area_5,25.0,70.16
area_3,Other,53.88
,,64.58
,,64.58
area_2,Other,46.61
area_2,Other,57.54
area_1,Other,50.18
area_5,25.0,62.31
area_1,Other,57.91
area_4,Other,54.63
area_1,,61.46
area_1,Other,59.63
Other,,66.94
Other,,63.96
area_5,Other,68.15
area_3,Other,64.61
area_4,Other,48.6
,,61.06
,,61.06
Other,,62.65
area_3,Other,62.88
area_1,Other,55.07
area_2,Other,56.49
area_5,Other,66.26
area_2,Other,61.71
area_2,Other,58.87
area_2,Other,55.4
area_3,Other,63.17
area_3,Other,65.92
area_5,Other,63.44
area_5,Other,59.16
area_2,Other,53.73
area_2,Other,59.29
area_2,Other,51.53
area_2,Other,62.44
area_3,Other,72.08
area_5,25.0,52.17
area_1,Other,56.65
area_1,Other,62.42
area_2,Other,47.62
area_2,Other,52.03
area_3,Other,56.97
area_3,Other,62.24
area_5,25.0,61.33
area_3,Other,55.35
area_1,Other,46.33
area_4,Other,51.3
area_5,25.0,62.71
area_5,,59.59
area_5,25.0,49.71
area_5,Other,64.66
area_3,Other,62.52
area_2,Other,57.02
Other,,67.9
area_3,Other,62.93
area_3,Other,50.46
area_5,Other,60.68
area_2,Other,47.44
area_5,Other,62.61
area_2,,59.61
area_5,Other,75.05
Other,,57.94
area_5,Other,74.5
area_3,Other,59.46
area_3,Other,64.17
area_3,Other,63.17
area_5,25.0,55.87
area_1,Other,59.14
area_1,Other,54.44
area_5,25.0,56.34
area_5,25.0,66.99
area_1,Other,55.66
area_2,Other,55.6
area_3,Other,65.44
area_5,25.0,56.62
area_1,Other,58.07
area_3,Other,67.89
area_4,Other,56.01
area_5,Other,56.34
area_4,Other,50.47
area_5,Other,67.14
area_3,Other,57.82
area_4,Other,55.11
area_5,25.0,59.87
area_5,Other,66.26
area_2,Other,52.46
area_1,Other,48.22
area_3,Other,63.98
area_3,Other,63.05
area_4,Other,54.8
area_5,Other,62.67
area_5,25.0,62.51
area_1,Other,54.19
area_1,Other,55.1
area_4,Other,54.8
,,58.24
Other,,64.88
area_2,Other,53.25
area_5,,63.77
area_2,Other,62.44
area_1,Other,52.76
area_4,Other,41.9
area_2,Other,54.14
area_1,Other,62.02
area_4,Other,47.92
area_3,Other,59.4
area_4,Other,39.34
area_1,Other,39.34
,,56.09
area_5,Other,63.3
area_5,25.0,58.33
area_4,Other,52.13
area_3,,69.04
area_4,Other,51.48
,,63.14
area_4,Other,52.75
area_4,Other,54.61
area_2,Other,45.61
area_3,Other,52.19
area_5,Other,71.46
area_3,Other,66.1
area_3,Other,61.57
area_2,Other,55.33
area_3,Other,61.56
area_1,Other,51.05
area_3,Other,58.35
area_2,Other,53.87
area_1,Other,56.42
area_5,Other,60.93
area_3,Other,54.63
area_3,Other,63.82
area_1,Other,53.01
Other,,65.19
area_4,Other,48.64
area_5,,62.98
area_2,Other,51.93
area_4,Other,45.74
area_3,Other,64.8
,,58.61
,,58.61
area_5,Other,61.26
area_3,Other,68.49
area_2,Other,54.43
area_5,25.0,60.29
area_1,Other,52.82
area_2,Other,46.96
area_4,Other,39.11
area_2,Other,55.59
area_2,,54.71
area_5,25.0,56.53
area_2,Other,58.17
area_4,Other,48.99
area_3,Other,66.74
area_1,Other,66.41
area_4,Other,51.81
area_1,Other,49.66
area_5,Other,62.04
area_3,Other,68.82
area_5,Other,58.58
area_3,,68.76
area_4,Other,39.95
area_1,Other,45.28
area_5,25.0,61.52
area_1,Other,53.81
area_3,Other,45.85
area_1,Other,55.34
area_4,Other,43.79
Other,,64.27
area_2,Other,56.72
area_1,Other,45.48
area_1,Other,55.67
area_1,Other,58.09
area_2,Other,51.96
area_4,,60.76
area_3,Other,59.86
area_3,Other,72.59
area_1,Other,50.62
area_2,Other,49.22
area_2,Other,55.86
area_1,Other,53.8
area_1,Other,63.69
area_2,Other,60.11
area_2,Other,60.81
area_2,Other,45.1
area_1,Other,47.73
area_2,Other,70.84
area_5,Other,64.32
Other,,57.58
area_1,,52.57
area_1,Other,49.89
area_2,Other,47.24
area_2,Other,56.17
area_2,Other,52.79
area_5,25.0,60.46
area_3,Other,68.15
area_5,Other,64.91
area_1,Other,56.08
area_1,Other,50.02
area_3,Other,62.95
area_5,Other,66.01
area_1,Other,51.84
area_5,Other,59.84
area_5,25.0,66.42
area_4,Other,44.73
area_5,Other,62.14
area_1,Other,46.14
area_5,25.0,61.07
area_1,Other,49.65
area_2,Other,61.04
Other,,57.02
area_4,Other,56.83
area_4,Other,67.01
area_3,Other,65.44
area_3,Other,62.5
area_5,25.0,49.01
area_1,Other,57.44
area_3,Other,71.56
area_5,Other,67.71
area_5,Other,59.13
area_3,Other,59.84
area_1,Other,57.29
area_3,Other,60.85
area_1,Other,59.55
area_4,Other,54.06
area_4,Other,46.36
area_3,Other,64.6
Other,,63.24
area_2,Other,53.61
area_3,Other,71.37
area_2,Other,65.01
area_3,Other,56.41
area_2,Other,46.48
area_4,Other,46.32
area_3,Other,56.81
area_3,Other,66.27
area_3,,64.51
area_5,Other,65.32
area_5,25.0,60.14
area_2,Other,62.07
area_3,Other,64.86
area_3,Other,60.82
area_2,Other,56.21
area_5,Other,65.82
area_1,Other,48.69
area_3,Other,66.38
area_2,Other,55.26
area_3,Other,50.26
area_3,Other,50.91
area_1,Other,52.96
area_5,Other,59.24
,,59.31
,,59.31
area_5,Other,63.3
area_4,Other,47.24
Other,,56.64
area_3,Other,72.16
area_1,Other,54.33
area_3,Other,63.21
area_1,Other,56.44
area_5,Other,62.53
area_1,Other,51.49
Other,,61.14
area_5,Other,63.67
area_2,Other,60.78
area_1,Other,58.39
area_1,Other,42.4
area_5,,66.62
area_4,Other,65.63
area_3,,68.68
Other,,62.85
area_4,Other,61.05
area_1,Other,61.58
area_4,Other,54.31
area_4,Other,50.19
area_2,Other,57.48
area_3,Other,64.2
area_5,Other,66.58
area_1,Other,60.05
area_2,Other,53.39
area_2,Other,52.1
area_2,Other,53.82
area_3,Other,63.09
area_4,Other,59.73
,,64.25
,,64.25
area_3,Other,61.44
area_1,Other,43.75
area_2,Other,48.71
area_1,Other,57.58
area_3,Other,62.31
area_5,Other,64.56
area_3,Other,59.37
Other,,58.36
Other,,67.85
area_5,Other,61.38
area_5,25.0,60.93
area_4,Other,48.18
area_2,Other,58.55
area_3,Other,68.15
area_3,Other,48.68
area_1,Other,54.07
area_5,,66.78
area_1,Other,57.78
area_3,Other,61.73
area_3,Other,52.41
area_5,25.0,59.11
area_2,Other,58.74
area_3,Other,66.55
area_5,Other,62.59
area_5,Other,65.44
area_1,Other,57.45
area_1,Other,49.75
area_4,Other,54.46
area_3,Other,74.36
area_1,Other,42.51
area_2,Other,49.38
area_5,Other,77.02
area_3,Other,66.42
,,63.53
,,63.53
area_5,Other,66.49
area_1,Other,61.02
area_2,Other,54.4
area_3,Other,73.09
area_3,Other,61.84
area_1,Other,55.59
area_2,Other,53.85
area_4,Other,46.52
area_2,,53.61
Other,,67.06
area_5,Other,60.66
area_4,Other,59.15
area_2,Other,62.93
area_2,Other,58.47
area_3,Other,59.01
area_4,Other,50.25
area_5,Other,59.03
area_4,Other,41.6
area_3,Other,44.08
,,58.29
,,58.29
Other,,59.43
area_2,Other,53.91
area_1,Other,59.49
area_3,Other,65.56
area_1,Other,57.03
area_5,25.0,66.08
area_4,Other,44.91
area_2,Other,55.49
area_5,25.0,63.25
area_4,Other,51.35
area_2,Other,51.13
Other,,58.82
area_3,Other,66.02
area_5,Other,66.42
Other,,66.12
area_3,Other,63.43
area_5,Other,72.48
area_5,Other,58.36
area_1,Other,60.78
area_4,Other,52.36
area_3,Other,51.19
area_2,Other,57.09
area_5,25.0,68.45
area_2,Other,53.43
area_3,,58.31
area_3,Other,64.8
Other,,66.74
area_3,Other,65.83
area_3,Other,62.2
area_4,Other,43.87
area_1,Other,62.99
area_4,Other,48.93
area_1,Other,47.28
area_1,Other,41.12
area_3,,68.12
area_3,Other,64.65
area_1,Other,57.61
area_5,25.0,64.74
area_1,Other,56.74
area_3,Other,72.07
area_1,Other,59.6
area_1,Other,52.02
area_1,Other,51.0
area_2,Other,51.94
area_4,Other,57.22
area_1,Other,43.31
area_1,Other,47.01
area_3,Other,59.19
area_3,Other,62.6
area_3,Other,57.74
area_4,Other,46.41
area_3,Other,62.15
area_1,Other,61.92
area_4,Other,45.48
area_1,Other,61.86
area_2,Other,58.58
area_3,Other,66.29
area_2,Other,51.76
area_1,Other,56.35
area_3,Other,64.39
area_5,Other,67.34
area_1,Other,60.44
area_4,Other,57.49
area_2,Other,60.28
area_5,25.0,53.84
area_5,Other,64.28
area_5,Other,64.38
area_2,Other,56.6
,,58.09
area_3,Other,68.47
area_2,Other,53.86
area_3,Other,59.83
,,64.95
,,64.95
area_2,Other,63.98
area_5,Other,64.97
area_1,Other,57.86
area_5,25.0,61.51
area_2,Other,40.97
area_5,Other,64.1
area_3,Other,61.89
area_5,Other,69.77
area_4,Other,45.98
area_3,Other,64.35
area_5,Other,68.28
area_5,,61.65
area_1,Other,48.72
area_1,Other,61.47
area_3,Other,56.46
area_5,25.0,64.95
area_5,25.0,62.23
area_5,Other,69.24
area_1,Other,43.94
area_5,25.0,58.32
area_4,Other,51.54
area_3,Other,65.93
area_1,Other,58.82
area_4,Other,55.28
area_5,Other,72.83
area_1,Other,60.75
area_4,Other,49.84
area_2,Other,54.58
area_1,Other,51.56
,,61.35
area_2,Other,64.77
area_2,Other,59.54
area_2,Other,58.08
area_5,Other,67.48
area_5,Other,66.48
area_5,Other,70.87
area_5,Other,67.03
area_5,,67.17
area_2,Other,55.48
area_3,Other,62.19
area_5,Other,69.56
area_5,25.0,62.26
area_4,Other,59.0
area_5,Other,63.62
area_2,Other,46.41
area_5,25.0,55.8
area_5,Other,64.94
area_2,Other,41.7
area_3,Other,64.12
area_1,,54.27
area_5,25.0,56.1
area_2,Other,50.47
area_1,Other,47.41
area_5,Other,59.09
area_4,Other,51.68
area_4,,46.67
area_5,Other,60.8
area_5,Other,68.56
area_3,Other,71.79
area_3,Other,64.79
area_5,Other,58.4
area_2,Other,45.72
area_1,Other,65.18
area_3,Other,66.93
area_5,Other,58.52
area_3,Other,52.66
area_4,Other,60.65
area_1,Other,65.39
area_4,Other,44.35
area_1,Other,55.9
area_2,Other,46.91
area_3,Other,58.96
area_5,25.0,59.24
area_3,Other,62.37
area_2,Other,53.0
area_4,Other,42.63
area_4,Other,43.47
area_1,Other,45.16
area_1,Other,61.48
,,52.6
area_4,Other,58.3
area_1,Other,55.09
area_3,Other,56.96
area_4,Other,48.36
area_5,25.0,54.78
area_1,Other,45.84
area_2,Other,60.63
area_1,Other,63.42
area_2,Other,57.48
area_1,Other,64.91
area_4,Other,38.75
area_1,Other,49.91
area_1,Other,60.95
area_4,Other,38.99
area_3,Other,52.84
area_5,25.0,58.53
area_4,Other,62.21
area_1,Other,44.52
area_2,Other,55.98
area_5,25.0,64.94
area_3,Other,60.27
area_5,25.0,58.78
area_1,Other,59.39
area_2,Other,63.72
area_3,Other,52.0
area_1,Other,49.42
area_2,Other,52.75
area_2,Other,56.85
area_4,Other,49.37
area_4,Other,49.52
area_1,Other,59.71
area_3,,66.41
area_3,Other,74.81
area_5,Other,61.09
area_1,Other,49.82
area_1,,50.93
area_2,Other,46.36
area_5,25.0,50.36
area_3,Other,59.79
area_3,Other,53.64
area_4,Other,45.9
area_2,Other,49.34
area_2,Other,70.8
area_3,Other,69.17
area_2,Other,46.31
area_5,Other,65.99
area_5,25.0,58.55
area_3,Other,63.44
area_1,Other,48.4
area_3,Other,69.23
area_3,Other,69.89
area_4,Other,59.68
Other,,58.16
Other,,62.24
area_1,Other,58.89
area_1,Other,47.97
area_5,Other,70.2
area_4,Other,49.89
,,58.16
area_1,Other,48.56
area_5,Other,63.04
area_3,Other,67.11
area_1,Other,60.62
area_1,Other,52.96
area_2,Other,46.43
area_3,Other,66.94
area_3,Other,67.3
area_3,Other,51.78
area_1,Other,55.87
area_3,Other,60.99
area_2,Other,38.89
area_1,Other,53.35
area_4,Other,63.01
area_1,Other,59.32
area_4,Other,53.64
area_5,25.0,62.5
area_2,Other,59.81
Other,,65.28
area_5,25.0,59.34
area_3,Other,64.07
area_5,25.0,61.92
area_1,,55.89
area_1,Other,56.52
area_4,Other,49.09
area_3,Other,67.11
area_5,Other,58.51
area_5,25.0,53.16
area_1,,55.74
area_1,Other,52.64
area_3,,55.1
area_3,Other,61.14
area_1,Other,50.62
area_3,Other,73.39
area_1,Other,43.04
area_3,,63.6
area_4,Other,45.56
area_3,Other,64.94
area_2,Other,55.13
,,58.1
area_4,Other,54.09
area_2,Other,44.09
area_4,Other,50.95
area_2,Other,62.82
area_4,Other,49.84
area_1,Other,57.12
area_4,Other,48.92
area_3,Other,70.12
area_2,Other,53.7
area_2,Other,59.71
area_1,Other,54.28
area_4,Other,54.77
area_3,Other,57.53
area_4,Other,51.73
area_1,Other,51.29
area_3,Other,59.28
area_3,,66.47
area_2,Other,51.99
area_5,Other,55.38
area_2,Other,53.68
area_3,Other,62.19
area_4,Other,50.97
area_5,Other,56.76
area_3,Other,64.41
area_2,,60.49
area_4,Other,51.83
area_5,Other,65.63
area_5,25.0,58.44
area_3,Other,69.08
area_3,Other,62.78
area_2,Other,57.05
,,64.9
,,64.9
area_5,Other,65.05
area_4,Other,56.67
area_2,Other,57.73
area_4,Other,44.4
area_2,Other,48.27
area_1,Other,57.18
area_3,Other,66.13
Other,,63.68
area_5,25.0,51.48
area_3,Other,66.24
area_5,Other,53.32
area_5,Other,63.26
area_3,Other,72.17
area_4,Other,60.78
area_2,Other,66.82
area_3,Other,55.73
area_3,Other,70.07
area_3,Other,56.03
area_5,,66.26
area_5,Other,62.06
area_1,Other,59.76
area_5,Other,69.89
area_4,Other,50.89
area_4,Other,59.99
area_4,Other,46.09
area_5,Other,59.58
area_3,Other,71.04
area_2,Other,50.65
area_1,Other,47.68
area_5,Other,64.64
area_1,Other,48.68
area_3,Other,60.95
area_1,Other,48.33
area_4,Other,60.65
area_2,Other,69.12
area_2,Other,45.16
area_1,Other,61.64
area_3,Other,57.55
area_2,Other,70.04
area_5,Other,55.06
area_5,Other,68.3
area_3,Other,58.45
area_5,Other,63.39
area_4,Other,52.48
area_3,Other,62.03
area_3,Other,61.1
area_2,Other,46.8
area_3,Other,54.99
area_1,,55.25
area_4,Other,56.46
area_5,Other,61.25
area_5,Other,59.82
area_5,Other,60.69
area_2,Other,59.94
area_3,Other,64.21
area_1,Other,46.39
area_3,Other,67.06
area_4,Other,53.67
area_2,Other,53.21
area_3,Other,60.47
area_4,Other,47.3
area_5,Other,54.46
area_5,,63.71
area_1,Other,63.82
area_2,Other,69.08
area_2,Other,39.38
area_3,Other,60.16
area_4,Other,54.89
area_3,Other,60.91
area_3,Other,59.64
area_3,Other,71.34
area_3,Other,72.14
area_1,Other,52.93
area_4,,55.17
area_1,Other,58.15
area_5,Other,57.46
area_2,Other,38.18
area_5,Other,64.5
area_3,Other,63.1
area_2,Other,54.11
area_4,Other,53.95
area_1,Other,60.06
area_1,Other,47.44
area_3,Other,58.2
area_1,Other,56.41
area_3,Other,72.3
area_2,Other,55.08
area_4,,52.83
area_3,Other,69.02
area_2,Other,60.23
area_5,25.0,58.42
area_1,Other,59.57
area_1,Other,43.08
Other,,65.02
area_5,25.0,55.62
area_3,Other,69.36
area_3,Other,60.24
area_3,Other,65.96
area_1,Other,61.9
area_1,Other,48.84
area_3,Other,54.39
area_4,Other,49.58
area_1,Other,64.0
area_1,Other,59.93
area_5,25.0,52.8
area_1,Other,63.0
area_3,Other,66.9
area_1,Other,56.64
area_3,Other,55.43
area_4,Other,47.25
area_5,Other,70.36
area_2,Other,53.59
area_3,Other,69.1
area_2,Other,55.61
area_4,Other,54.39
area_2,Other,50.78
area_5,,61.28
area_2,Other,54.9
area_3,Other,64.16
area_3,Other,66.49
area_5,Other,57.91
area_4,Other,55.53
area_3,Other,66.24
area_5,Other,64.82
Other,,55.99
area_5,25.0,49.44
area_1,Other,53.71
area_5,Other,66.68
area_2,Other,52.97
area_1,Other,57.46
area_5,Other,50.96
area_3,Other,73.92
area_2,Other,66.37
area_3,Other,60.27
area_1,Other,58.79
area_4,Other,51.12
area_5,25.0,62.79
area_1,Other,57.35
area_3,Other,68.1
area_4,Other,45.15
area_5,Other,58.77
area_1,Other,62.96
Other,,60.32
area_4,Other,57.86
area_4,Other,52.76
area_1,Other,52.76
area_5,Other,55.1
area_3,Other,71.15
area_5,25.0,58.39
area_5,Other,55.96
area_1,Other,51.59
area_5,Other,71.55
area_3,Other,63.71
area_2,Other,55.06
area_5,25.0,54.99
area_5,Other,68.82
area_2,Other,62.14
area_1,,54.93
area_2,Other,55.87
area_1,,55.63
area_1,Other,47.8
area_5,Other,66.48
area_3,Other,71.59
Other,,53.87
area_3,Other,60.71
,,53.05
area_3,Other,67.16
area_5,Other,61.65
area_3,Other,69.88
area_1,Other,50.16
area_2,Other,52.57
area_4,Other,28.36
area_5,Other,65.89
area_3,Other,69.62
Other,,67.89
area_3,Other,53.0
area_1,Other,51.74
area_5,25.0,51.0
,,64.28
,,64.28
area_4,Other,59.72
area_4,Other,60.35
area_3,Other,42.92
area_4,Other,45.95
area_3,Other,56.4
area_4,Other,51.65
area_1,,51.24
area_3,,65.18
area_2,Other,44.34
area_3,Other,68.28
area_1,Other,60.65
area_5,Other,57.14
area_2,Other,46.91
area_3,Other,52.78
area_5,Other,75.64
area_3,Other,54.32
area_5,,62.06
area_1,Other,53.21
area_3,Other,70.29
area_3,Other,55.67
area_2,Other,54.93
,,58.29
area_5,25.0,54.46
area_4,Other,57.44
area_3,,59.96
area_1,Other,64.6
area_1,Other,58.19
area_3,Other,66.87
area_1,Other,66.34
area_1,Other,62.86
area_1,Other,43.66
area_5,25.0,60.39
area_3,Other,64.99
area_1,Other,59.35
area_5,25.0,56.57
area_1,Other,67.54
area_4,Other,45.22
area_2,Other,49.68
area_4,Other,59.09
area_3,Other,70.01
area_3,Other,47.49
area_3,Other,66.49
area_3,Other,56.92
area_3,Other,63.57
area_1,Other,47.82
area_2,Other,56.71
Other,,51.96
area_2,Other,52.71
area_5,Other,70.13
area_4,Other,48.34
area_2,Other,46.74
area_2,Other,49.1
