AREA,DISTRICT,SAFETY
area_1,Other,59.35
area_3,Other,63.68
area_5,25.0,54.47
area_3,Other,55.65
area_5,25.0,59.24
area_3,Other,71.4
area_3,Other,67.34
area_3,Other,67.69
area_1,Other,58.26
area_2,Other,50.98
area_1,Other,63.72
area_4,Other,49.26
area_2,Other,48.63
area_1,Other,58.86
area_2,Other,51.67
area_1,Other,56.46
area_5,25.0,65.11
area_1,Other,39.21
area_2,Other,60.09
area_3,Other,59.44
area_1,Other,65.54
area_3,Other,53.81
area_1,Other,47.69
area_1,Other,57.24
area_5,Other,62.87
area_1,Other,59.17
area_5,Other,64.3
area_1,,48.79
area_1,Other,58.3
area_3,Other,60.87
area_3,Other,50.67
area_3,Other,56.86
area_1,Other,54.02
area_1,Other,41.84
area_4,Other,50.73
area_2,Other,51.04
area_4,Other,59.63
area_1,Other,57.89
area_2,Other,54.81
area_5,Other,59.54
area_5,25.0,60.26
area_5,Other,72.92
area_5,25.0,64.77
area_3,Other,59.9
area_3,Other,56.66
Other,,57.18
area_2,Other,60.6
area_4,,49.66
area_2,Other,47.57
area_1,Other,50.32
area_3,Other,55.81
area_3,Other,69.5
area_3,Other,66.28
area_2,Other,59.58
area_1,Other,55.33
area_5,Other,60.74
area_3,Other,69.34
area_4,Other,53.92
area_4,Other,58.37
area_5,25.0,58.44
area_1,Other,64.9
area_2,Other,53.38
area_4,Other,58.68
area_2,Other,54.17
area_4,Other,56.35
area_4,Other,46.86
area_1,Other,63.43
area_3,Other,61.08
area_2,Other,61.4
area_5,25.0,64.22
area_3,Other,61.9
area_2,Other,50.81
area_3,Other,63.61
area_3,Other,69.8
area_1,Other,55.16
area_2,Other,54.85
area_3,Other,70.09
area_3,Other,61.37
area_4,Other,51.39
area_2,Other,56.34
area_1,Other,68.6
Other,,68.9
area_2,Other,61.62
area_4,Other,49.81
Other,,64.35
area_1,Other,46.54
area_1,Other,61.8
area_3,Other,50.96
area_4,,53.4
area_5,Other,67.77
area_1,Other,47.42
area_5,Other,67.18
area_2,Other,58.8
area_5,Other,64.09
area_3,Other,57.93
,,57.34
area_4,Other,56.91
,,61.95
,,61.95
area_3,Other,63.78
area_2,Other,57.88
area_3,Other,67.46
area_5,25.0,54.78
area_5,Other,63.77
area_5,Other,61.48
area_5,Other,62.71
area_5,25.0,61.06
area_3,Other,59.74
area_2,Other,51.57
area_5,Other,66.65
area_5,Other,71.29
area_5,25.0,56.37
area_3,Other,55.89
area_3,Other,64.96
area_1,Other,57.38
area_5,25.0,59.93
area_3,Other,61.5
area_3,Other,72.42
area_3,Other,72.21
area_5,Other,60.56
area_1,Other,40.56
area_5,25.0,64.12
area_4,,44.64
area_4,Other,53.22
area_1,Other,54.02
area_5,Other,63.27
area_1,Other,47.86
area_3,Other,61.45
area_2,Other,59.53
area_2,Other,47.18
area_4,Other,58.69
area_5,25.0,59.11
area_4,Other,53.84
area_5,Other,65.77
area_1,Other,50.97
area_2,Other,57.76
area_5,Other,65.23
area_3,Other,56.11
area_4,Other,51.19
area_5,Other,63.45
area_1,Other,55.53
area_5,Other,67.47
area_3,Other,61.88
area_1,Other,62.68
,,54.57
area_5,Other,57.23
area_1,Other,49.37
area_5,25.0,58.14
area_5,Other,60.96
area_1,Other,51.93
area_2,Other,59.62
area_5,Other,72.35
area_5,Other,62.55
area_3,Other,59.75
area_5,25.0,51.73
area_3,,61.59
area_1,Other,55.08
area_4,Other,53.4
area_5,Other,61.2
area_5,25.0,61.14
area_4,Other,51.95
area_3,Other,69.54
area_2,,56.2
area_3,Other,67.32
area_3,Other,46.17
area_5,Other,65.29
area_3,Other,68.34
area_4,Other,55.73
area_5,25.0,56.68
area_3,Other,47.46
area_3,Other,61.76
area_4,Other,57.82
area_3,Other,66.11
area_5,Other,65.09
area_4,Other,49.64
area_1,Other,60.38
area_5,,63.11
area_5,Other,67.12
area_3,Other,65.1
area_2,Other,42.59
area_4,Other,41.36
Other,,64.38
area_2,,57.87
area_2,Other,51.76
area_3,Other,69.14
area_3,Other,57.04
area_4,Other,51.67
area_5,25.0,61.15
area_3,Other,67.47
area_5,Other,60.54
area_1,Other,58.22
area_5,Other,62.11
area_2,Other,60.84
area_4,Other,42.71
area_2,Other,51.98
area_5,Other,64.57
Other,,56.75
area_3,Other,64.01
area_1,Other,61.43
area_5,Other,63.86
area_3,Other,65.58
area_4,Other,54.29
area_3,Other,65.01
area_1,,53.8
area_1,Other,54.91
area_3,Other,62.25
area_2,Other,52.52
area_2,Other,49.54
area_1,Other,52.77
area_2,Other,48.74
area_2,Other,61.19
area_1,Other,44.25
area_1,Other,56.85
area_5,Other,66.77
area_4,Other,43.9
area_3,Other,71.29
area_4,Other,45.81
area_1,Other,45.57
area_2,Other,52.73
area_4,Other,60.35
area_4,Other,44.74
area_2,Other,41.6
area_5,Other,63.74
area_2,Other,50.96
area_1,Other,60.06
area_1,Other,48.01
area_1,,56.54
area_3,,67.89
area_1,Other,51.99
area_1,Other,55.98
area_5,Other,60.0
area_4,Other,52.85
area_1,Other,56.72
area_3,Other,73.04
area_2,Other,51.3
area_2,Other,62.41
area_3,,68.1
area_1,Other,61.54
area_3,Other,71.49
area_2,Other,44.67
area_3,Other,67.44
area_4,Other,64.17
area_5,Other,70.34
area_1,Other,64.15
area_2,Other,67.02
area_3,Other,50.28
area_2,Other,66.59
area_3,Other,71.16
area_5,Other,71.63
area_2,Other,63.19
area_1,Other,44.05
area_1,Other,63.26
area_3,Other,62.09
area_4,Other,53.81
area_2,Other,52.33
area_4,Other,49.75
area_1,Other,50.64
area_2,Other,58.47
area_2,Other,58.8
area_4,Other,51.01
area_3,Other,70.26
area_2,Other,65.46
area_5,Other,62.75
area_2,Other,51.33
area_3,Other,50.92
area_3,Other,69.48
area_4,Other,44.25
area_2,Other,47.38
area_3,Other,59.54
,,57.22
area_5,25.0,62.13
area_2,Other,62.63
area_4,Other,48.18
area_1,Other,55.61
area_2,Other,49.71
area_3,,66.94
area_3,Other,63.57
area_2,Other,65.99
area_2,Other,51.96
area_3,Other,51.14
area_4,Other,62.44
area_1,Other,46.96
area_3,Other,60.19
area_4,Other,44.85
area_5,25.0,70.49
area_3,Other,65.67
area_1,Other,47.44
area_3,Other,62.25
area_5,25.0,55.78
area_4,Other,55.9
area_3,Other,66.27
area_1,Other,56.22
area_2,Other,51.78
area_3,Other,57.78
area_5,Other,62.48
Other,,66.51
area_3,Other,59.44
area_3,Other,50.9
area_1,Other,60.22
Other,,65.57
area_1,Other,52.93
area_1,,55.15
area_5,25.0,58.37
area_1,Other,54.44
area_5,Other,72.02
area_3,Other,58.48
,,62.89
area_5,25.0,60.77
area_2,Other,55.28
area_2,Other,57.14
area_1,Other,58.62
area_2,Other,52.35
,,64.15
area_2,Other,53.13
area_5,25.0,59.84
area_4,Other,53.98
area_1,Other,48.62
Other,,62.0
area_3,Other,76.59
area_3,Other,62.03
Other,,66.58
area_1,Other,58.28
area_3,Other,58.71
area_1,Other,39.06
area_1,Other,63.48
area_1,Other,56.6
area_1,Other,49.27
area_3,Other,56.66
area_1,Other,47.15
area_3,Other,74.77
area_5,Other,64.87
,,56.47
,,56.47
area_5,Other,64.53
area_1,Other,55.59
area_1,Other,54.31
area_5,Other,68.72
area_5,Other,68.06
area_1,Other,49.4
area_1,Other,45.5
area_5,25.0,53.15
area_1,Other,47.71
area_2,Other,48.97
area_4,Other,30.3
area_3,Other,59.15
area_5,Other,61.16
area_4,Other,44.36
area_4,Other,56.64
area_1,Other,55.77
area_3,Other,59.32
area_3,Other,47.93
area_3,Other,63.64
area_4,Other,53.37
area_1,Other,46.97
area_4,Other,52.47
area_2,Other,54.12
area_3,Other,65.53
area_1,Other,52.25
area_2,Other,59.58
area_5,25.0,61.69
area_2,Other,39.87
area_2,Other,57.75
area_1,Other,59.09
area_3,Other,75.66
Other,,65.81
area_3,Other,65.29
area_3,Other,58.46
area_5,,63.07
area_5,Other,59.87
area_3,Other,59.11
area_3,Other,66.15
area_2,Other,66.67
area_2,Other,64.52
area_2,Other,58.41
area_2,Other,59.43
area_3,Other,62.59
area_3,,56.03
area_3,Other,59.12
area_4,Other,46.32
area_3,Other,68.66
area_3,Other,64.67
area_5,Other,65.3
area_3,Other,57.13
area_5,25.0,60.1
area_1,Other,48.36
area_3,,65.62
area_1,Other,47.16
area_1,Other,63.17
area_4,Other,54.74
area_1,Other,56.75
area_4,Other,50.17
area_1,Other,46.11
area_3,Other,54.66
Other,,65.88
area_1,Other,55.79
area_2,Other,60.72
area_3,Other,54.55
area_3,Other,50.34
Other,,63.89
area_4,Other,52.19
area_4,Other,52.95
area_3,Other,55.0
area_2,Other,48.78
area_2,Other,56.5
area_2,Other,55.63
area_3,Other,65.03
area_1,Other,43.37
area_5,Other,57.72
area_1,Other,53.49
area_5,Other,62.67
area_3,Other,53.82
area_5,Other,57.96
area_3,Other,61.3
area_2,Other,52.73
area_3,Other,63.94
area_2,Other,57.56
area_3,Other,62.67
area_3,Other,44.49
area_2,Other,56.5
Other,,67.43
area_2,Other,49.08
area_3,Other,59.5
area_5,25.0,58.55
area_3,Other,69.11
area_3,Other,63.79
area_3,Other,54.3
area_2,Other,55.68
area_4,Other,54.79
Other,,58.53
area_3,Other,60.84
area_4,Other,50.11
area_1,Other,67.48
area_3,Other,57.62
area_2,Other,56.17
area_5,Other,69.08
,,51.91
area_1,Other,44.16
area_3,Other,66.62
area_2,Other,56.26
area_2,Other,60.79
area_4,Other,55.8
area_3,Other,70.35
area_5,Other,67.24
area_2,Other,56.29
area_3,Other,70.45
area_5,25.0,59.35
area_3,Other,61.73
,,65.17
,,65.17
area_2,Other,51.65
area_1,Other,55.43
area_3,Other,55.04
area_1,Other,57.25
area_1,Other,48.39
area_5,Other,68.07
area_1,Other,58.53
area_5,Other,63.19
area_1,Other,58.67
area_3,Other,59.31
area_2,Other,49.34
area_4,,54.83
area_5,Other,61.57
area_3,Other,54.82
area_1,Other,58.9
area_4,Other,52.32
area_1,Other,58.69
area_1,Other,49.55
area_4,Other,51.29
area_4,Other,59.05
area_3,Other,64.28
,,61.42
,,61.42
area_3,Other,66.54
area_3,Other,51.6
area_2,Other,58.21
area_3,Other,63.52
area_2,Other,59.8
area_3,Other,61.39
area_1,Other,51.73
area_3,Other,61.21
area_1,Other,57.54
area_4,Other,42.89
area_3,Other,62.94
area_5,,65.76
area_1,Other,59.9
area_2,Other,52.43
area_5,25.0,52.35
area_3,Other,63.67
area_5,25.0,64.25
area_5,Other,65.61
area_4,Other,53.01
area_3,Other,63.92
area_1,Other,54.94
area_1,Other,57.02
area_1,Other,54.9
area_2,Other,36.09
area_3,Other,70.28
area_1,Other,61.26
area_2,Other,57.4
area_5,Other,60.12
area_3,Other,64.55
area_4,Other,59.88
area_3,Other,59.9
area_4,,53.78
area_1,Other,50.78
area_2,Other,62.99
area_5,Other,66.58
area_1,Other,54.7
area_3,,61.88
area_2,Other,56.94
area_3,Other,68.04
area_2,Other,55.0
area_3,Other,48.8
area_4,Other,48.85
area_5,25.0,52.8
area_5,,58.97
area_1,Other,63.21
area_5,Other,66.19
area_4,Other,47.0
area_3,Other,55.46
area_2,Other,58.02
area_3,Other,75.14
area_3,Other,63.6
area_2,Other,69.84
area_3,Other,64.83
Other,,60.44
area_2,Other,56.57
area_4,Other,48.7
area_3,Other,55.33
area_1,Other,59.99
area_3,Other,67.33
area_5,Other,63.97
area_3,Other,57.58
area_3,Other,65.67
area_3,Other,59.88
area_1,Other,50.54
area_1,Other,53.57
area_5,Other,61.67
area_3,Other,62.03
area_2,Other,67.11
area_2,Other,63.56
area_1,Other,52.99
area_2,Other,52.32
area_1,Other,57.43
area_1,Other,40.69
area_3,Other,48.3
area_4,Other,54.94
area_1,Other,59.28
area_1,Other,57.87
area_2,Other,48.68
area_2,Other,43.5
area_3,Other,67.43
area_3,Other,53.71
Other,,49.19
area_5,Other,65.32
area_5,Other,63.62
area_2,Other,51.95
area_2,Other,59.14
area_5,Other,62.16
area_1,Other,43.77
area_3,Other,67.18
area_3,Other,67.44
area_1,Other,60.54
Other,,67.59
area_2,,58.68
area_4,Other,58.51
area_2,Other,53.45
area_4,Other,52.34
area_3,Other,67.07
area_4,Other,42.78
area_2,Other,53.75
area_3,Other,61.99
area_4,Other,64.21
area_4,Other,58.17
area_3,Other,41.77
area_1,Other,46.44
area_5,25.0,58.58
area_1,Other,45.83
area_5,,61.74
area_5,Other,60.28
area_2,Other,70.42
area_1,Other,67.08
area_3,Other,52.19
area_2,Other,56.91
area_2,Other,60.92
area_5,Other,72.43
area_4,Other,55.99
area_3,Other,59.33
area_1,Other,55.85
area_5,,64.84
area_1,Other,44.38
area_5,Other,62.85
area_2,Other,62.23
area_3,Other,51.18
area_4,Other,43.85
area_5,Other,67.07
area_5,25.0,51.88
area_5,Other,73.01
area_4,Other,64.51
area_4,Other,44.48
Other,,66.01
area_2,Other,49.4
area_3,Other,65.08
area_2,Other,52.34
area_5,25.0,55.01
area_5,Other,63.41
area_5,Other,68.25
area_3,Other,61.7
area_3,Other,73.74
area_1,Other,47.16
area_2,Other,53.29
area_4,Other,39.76
area_1,Other,60.79
area_4,Other,45.32
area_1,Other,44.56
area_5,Other,70.88
area_5,Other,73.97
area_3,Other,55.69
area_4,Other,40.49
area_1,Other,61.55
area_2,Other,62.51
area_1,Other,59.36
area_2,,53.96
area_1,Other,59.66
area_1,Other,45.44
area_5,Other,66.73
area_1,Other,52.54
area_3,Other,61.87
area_3,Other,72.34
area_1,Other,63.14
area_3,Other,58.58
area_2,Other,62.5
area_5,Other,61.87
area_5,Other,71.02
area_4,Other,56.58
area_5,Other,69.03
area_5,Other,73.82
area_5,Other,60.38
area_3,,55.1
area_2,Other,51.68
area_5,Other,68.43
area_5,Other,67.78
area_3,Other,54.53
area_2,Other,56.02
area_2,Other,55.11
area_1,Other,44.61
area_2,Other,52.95
area_2,Other,56.86
area_3,Other,68.06
area_5,25.0,61.33
area_3,Other,58.41
area_5,Other,66.84
area_3,Other,60.42
area_1,Other,58.38
area_1,Other,59.83
area_3,Other,63.88
area_4,Other,50.07
area_3,Other,62.21
area_4,Other,38.48
area_3,Other,71.31
area_1,Other,46.69
area_2,Other,56.97
area_1,Other,57.4
area_4,Other,59.07
area_4,Other,50.09
area_1,,53.02
area_3,Other,70.75
area_2,Other,54.97
area_3,Other,63.02
area_5,Other,60.22
Other,,67.25
area_3,Other,66.7
area_2,Other,48.85
area_1,Other,68.09
area_1,,58.57
area_2,Other,45.42
area_2,Other,67.94
area_5,Other,66.42
area_3,Other,68.24
area_4,Other,51.17
area_5,Other,70.9
area_3,Other,70.45
area_3,Other,64.79
area_1,Other,52.39
area_3,Other,66.19
area_3,Other,63.5
area_1,Other,52.36
area_3,Other,78.95
area_2,Other,52.14
area_3,Other,62.5
area_4,Other,50.31
area_1,Other,49.38
Other,,60.89
area_1,Other,64.62
area_3,Other,63.85
area_2,Other,47.69
area_1,Other,56.82
area_1,Other,58.67
area_1,Other,53.76
area_5,Other,68.3
area_4,Other,45.17
area_5,25.0,58.34
area_4,Other,49.02
Other,,65.47
area_3,Other,67.06
area_4,Other,55.76
area_5,Other,63.59
area_2,Other,43.55
area_2,Other,49.15
area_5,Other,68.69
area_1,Other,65.36
area_5,Other,66.87
area_2,Other,58.83
area_2,Other,63.52
area_4,Other,58.22
area_3,Other,59.61
area_5,25.0,61.8
area_3,Other,66.34
area_5,Other,59.43
area_3,Other,62.67
area_2,Other,51.88
area_3,Other,66.34
area_5,25.0,57.86
area_2,Other,54.58
area_3,Other,42.0
area_5,Other,60.33
area_3,,58.38
area_2,,52.03
area_5,Other,62.2
area_1,Other,68.18
,,55.08
area_5,Other,64.36
area_4,Other,67.74
area_1,Other,50.92
area_1,Other,56.87
area_3,Other,61.74
area_4,Other,47.25
area_3,Other,67.93
area_5,Other,69.71
area_3,Other,53.33
area_5,Other,63.78
area_1,Other,63.43
area_3,Other,65.23
area_3,Other,48.09
area_1,Other,53.71
area_3,Other,69.66
area_4,Other,53.82
area_3,Other,63.66
area_2,Other,63.98
area_1,Other,44.99
area_1,Other,62.58
area_3,Other,62.51
area_1,Other,58.06
area_2,Other,48.27
area_3,Other,66.52
area_5,25.0,57.07
Other,,60.76
area_2,Other,64.98
area_4,,40.8
area_4,Other,54.26
area_1,Other,44.95
area_3,Other,61.9
area_1,Other,58.72
area_4,Other,45.46
area_4,Other,55.3
area_3,,58.61
area_5,Other,61.13
area_5,Other,62.11
area_3,Other,63.1
area_1,Other,55.52
area_5,Other,61.42
area_4,Other,44.83
area_1,Other,40.94
area_2,Other,57.35
area_5,Other,62.62
area_2,Other,59.86
area_2,Other,44.97
area_2,Other,57.81
area_5,Other,68.92
area_3,Other,66.02
area_3,Other,63.34
,,55.73
area_2,Other,58.05
Other,,56.71
area_3,Other,61.69
area_1,Other,63.62
area_3,Other,72.34
area_2,Other,53.36
area_2,Other,60.98
area_5,Other,62.79
area_2,Other,63.11
area_5,Other,50.77
area_5,Other,67.81
Other,,58.07
area_2,Other,50.42
area_1,Other,40.08
area_5,Other,65.04
area_2,Other,59.92
area_3,Other,62.05
area_3,Other,52.98
area_2,Other,54.09
area_2,Other,54.46
area_1,Other,52.49
area_1,Other,50.57
area_3,Other,67.31
area_1,Other,53.76
area_5,Other,66.62
area_5,Other,68.38
area_5,25.0,56.92
area_4,,58.98
area_4,Other,49.84
area_1,Other,46.66
area_1,Other,56.59
area_1,Other,59.02
area_3,Other,67.93
area_5,Other,58.95
area_4,Other,58.32
area_1,Other,59.78
area_3,Other,58.12
area_3,Other,51.67
area_1,Other,49.69
area_4,Other,45.46
area_4,Other,42.25
area_3,Other,62.94
area_1,Other,58.3
area_3,Other,68.37
area_3,Other,53.95
area_3,Other,69.15
area_1,Other,54.43
area_2,Other,50.14
area_5,25.0,58.4
area_5,Other,65.66
area_5,25.0,60.27
area_1,Other,57.95
area_3,Other,61.02
area_4,,50.97
area_5,Other,63.1
area_5,Other,64.68
area_3,Other,71.54
area_5,25.0,58.5
area_4,Other,47.57
area_3,Other,58.67
area_5,25.0,62.38
area_2,Other,56.72
area_4,Other,58.25
area_5,Other,67.94
area_4,Other,38.68
area_1,Other,59.27
area_5,Other,58.32
area_5,Other,65.35
area_2,Other,62.61
area_1,Other,55.79
area_5,Other,72.49
area_2,Other,47.77
area_2,Other,54.24
area_5,Other,62.75
Other,,69.35
area_3,Other,65.18
area_3,Other,51.21
area_1,Other,41.7
area_5,Other,61.02
,,60.28
,,60.28
area_3,Other,56.24
Other,,65.18
area_3,Other,52.21
area_5,,58.62
area_2,Other,48.03
area_5,Other,65.15
area_1,Other,51.03
area_3,Other,53.32
area_3,Other,65.83
area_1,Other,66.87
area_1,Other,54.28
,,57.35
area_3,Other,63.27
area_3,Other,68.79
area_2,Other,60.74
area_3,Other,62.68
area_3,Other,52.61
area_3,Other,58.74
area_1,Other,61.84
area_3,Other,54.49
area_1,,56.78
area_1,Other,44.35
area_1,Other,39.04
area_1,Other,54.5
area_2,Other,46.92
area_5,Other,51.07
area_5,Other,67.97
area_2,Other,47.35
area_2,Other,47.26
area_3,Other,62.85
area_2,Other,56.56
Other,,66.3
area_2,Other,51.48
area_5,Other,63.75
area_3,Other,69.96
area_3,Other,65.64
area_5,Other,66.58
area_5,,61.02
area_2,Other,41.27
area_2,Other,62.33
area_3,Other,72.48
area_1,Other,56.15
area_2,Other,56.77
area_3,,61.71
area_4,Other,46.44
area_2,Other,63.61
area_3,Other,59.43
area_5,Other,71.03
area_2,Other,53.04
,,64.91
,,64.91
area_1,Other,45.06
area_1,Other,55.87
area_4,Other,59.75
area_3,Other,62.94
area_3,Other,71.93
area_1,Other,54.21
area_3,Other,65.03
area_2,Other,53.65
area_5,Other,64.37
area_3,Other,68.19
area_3,Other,55.85
area_1,Other,54.38
area_2,Other,70.97
area_3,Other,60.34
Other,,68.49
area_3,Other,65.33
area_3,Other,62.35
area_2,Other,49.32
area_5,Other,62.85
area_1,,52.69
area_4,Other,62.27
area_3,Other,69.42
area_2,Other,59.25
area_1,Other,60.58
area_3,Other,72.92
area_2,Other,56.09
area_3,Other,62.68
area_4,Other,48.92
area_1,,50.98
area_3,Other,67.17
area_3,Other,52.18
area_2,Other,46.49
area_5,Other,65.86
area_2,Other,61.05
area_2,Other,43.26
area_5,Other,64.02
area_1,Other,57.89
area_2,Other,48.4
area_4,Other,52.57
area_4,Other,51.88
area_5,,59.59
area_5,Other,63.31
area_5,Other,57.26
area_2,Other,62.1
area_2,Other,44.82
area_3,Other,63.49
area_3,Other,70.86
area_1,Other,50.67
area_4,Other,51.87
area_2,Other,56.75
area_2,Other,50.84
area_2,Other,60.45
area_2,Other,53.34
area_2,Other,51.78
area_1,Other,60.5
area_4,Other,41.14
area_4,Other,57.25
Other,,52.65
area_5,Other,63.99
area_2,Other,56.53
area_2,Other,58.79
area_1,Other,61.93
area_5,Other,66.81
area_5,Other,64.63
area_4,Other,51.04
area_5,Other,65.79
area_2,Other,63.68
area_4,Other,50.47
area_5,Other,56.51
area_4,Other,51.58
area_5,Other,57.23
area_2,Other,51.92
area_2,Other,53.92
area_3,Other,68.88
area_4,Other,51.65
area_2,Other,50.75
area_5,25.0,57.01
area_4,Other,46.58
,,60.85
area_5,Other,67.13
area_5,Other,62.63
area_4,,52.63
area_3,Other,70.07
area_2,Other,52.75
area_3,Other,68.05
area_4,Other,56.7
area_1,Other,53.36
area_2,Other,44.02
area_2,Other,66.79
area_1,Other,47.89
area_4,Other,48.0
area_4,Other,48.44
area_3,Other,71.19
area_4,Other,43.04
area_5,Other,58.87
area_2,Other,51.14
area_4,Other,46.25
area_4,Other,48.62
area_5,Other,64.51
area_5,25.0,56.2
area_5,Other,67.23
area_2,Other,51.83
area_5,Other,72.87
area_4,Other,63.96
area_4,Other,53.83
area_5,25.0,58.9
area_2,Other,57.75
area_3,Other,59.94
area_3,Other,61.49
area_5,Other,67.67
area_4,Other,49.61
area_2,Other,51.96
area_5,25.0,53.8
area_2,Other,52.42
area_1,Other,48.22
area_2,Other,52.72
area_2,Other,47.7
area_3,Other,69.42
area_5,Other,67.52
area_1,Other,58.35
,,66.04
,,66.04
area_5,Other,59.17
area_1,Other,53.77
area_5,25.0,58.49
area_3,Other,70.31
area_1,Other,54.74
